Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.07;P3[13.00,0.00,0.00]=10.49;P5[13.00,24.00,0.00]=13.90;[12.36, 10.37, -0.0];[12.25,11.00,-0.34];19:39:03.493;12.25;11.00;12.36;10.37;12;10;-0.36;-0.37;-0.25;-1.0
P4[11.00,11.00,0.00]=1.01;P9[13.00,16.50,0.00]=5.05;P3[13.00,0.00,0.00]=10.50;P5[13.00,24.00,0.00]=13.90;[12.39, 10.38, 0.0];[12.30,11.00,-0.35];19:39:04.594;12.30;11.00;12.39;10.38;12;10;-0.39;-0.38;-0.3;-1.0
P4[11.00,11.00,0.00]=0.94;P9[13.00,16.50,0.00]=5.06;P3[13.00,0.00,0.00]=10.53;P5[13.00,24.00,0.00]=13.90;[12.31, 10.39, -0.0];[12.31,11.00,-0.39];19:39:05.093;12.31;11.00;12.31;10.39;12;10;-0.31;-0.39;-0.31;-1.0
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.03;P3[13.00,0.00,0.00]=10.53;P5[13.00,24.00,0.00]=13.86;[12.37, 10.41, 0.0];[12.33,11.00,-0.36];19:39:05.194;12.33;11.00;12.37;10.41;12;10;-0.37;-0.41;-0.33;-1.0
P4[11.00,11.00,0.00]=0.89;P9[13.00,16.50,0.00]=5.06;P3[13.00,0.00,0.00]=10.50;P5[13.00,24.00,0.00]=13.44;[12.66, 10.63, -0.0];[12.34,11.00,-0.33];19:39:05.793;12.34;11.00;12.66;10.63;12;10;-0.66;-0.63;-0.34;-1.0
P4[11.00,11.00,0.00]=0.93;P9[13.00,16.50,0.00]=5.07;P3[13.00,0.00,0.00]=10.51;P5[13.00,24.00,0.00]=13.92;[12.31, 10.37, 0.0];[12.34,10.99,-0.36];19:39:06.293;12.34;10.99;12.31;10.37;12;10;-0.31;-0.37;-0.34;-0.99
P4[11.00,11.00,0.00]=0.93;P9[13.00,16.50,0.00]=5.05;P8[5.90,10.00,0.00]=6.10;null;[11.79, 11.6, -0.0];[12.27,11.08,-0.21];19:39:07.187;12.27;11.08;11.79;11.6;12;10;0.21;-1.6;-0.27;-1.08
P4[11.00,11.00,0.00]=0.91;P8[5.90,10.00,0.00]=6.27;P3[13.00,0.00,0.00]=10.57;P9[13.00,16.50,0.00]=5.07;[12.23, 10.74, -0.0];[12.26,11.07,0.01];19:39:07.395;12.26;11.07;12.23;10.74;12;10;-0.23;-0.74;-0.26;-1.07
P4[11.00,11.00,0.00]=0.91;P8[5.90,10.00,0.00]=6.18;P3[13.00,0.00,0.00]=10.60;P9[13.00,16.50,0.00]=5.03;[12.16, 10.77, -0.0];[12.26,11.06,0.17];19:39:07.896;12.26;11.06;12.16;10.77;12;10;-0.16;-0.77;-0.26;-1.06
P4[11.00,11.00,0.00]=0.91;P8[5.90,10.00,0.00]=6.22;P3[13.00,0.00,0.00]=10.51;P9[13.00,16.50,0.00]=5.05;[12.21, 10.7, -0.0];[12.29,11.05,0.20];19:39:08.096;12.29;11.05;12.21;10.7;12;10;-0.21;-0.7;-0.29;-1.05
P4[11.00,11.00,0.00]=0.95;P8[5.90,10.00,0.00]=6.30;P3[13.00,0.00,0.00]=10.51;P9[13.00,16.50,0.00]=5.03;[12.27, 10.71, -0.0];[12.33,11.03,0.19];19:39:08.296;12.33;11.03;12.27;10.71;12;10;-0.27;-0.71;-0.33;-1.03
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.05;P3[13.00,0.00,0.00]=10.52;null;[12.7, 10.72, -0.0];[12.34,11.02,0.07];19:39:08.388;12.34;11.02;12.7;10.72;12;10;-0.7;-0.72;-0.34;-1.02
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.07;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=6.19;[12.18, 10.71, -0.0];[12.33,11.02,-0.08];19:39:08.496;12.33;11.02;12.18;10.71;12;10;-0.18;-0.71;-0.33;-1.02
P4[11.00,11.00,0.00]=0.90;P8[5.90,10.00,0.00]=6.23;P3[13.00,0.00,0.00]=10.57;P9[13.00,16.50,0.00]=5.01;[12.21, 10.75, 0.0];[12.34,11.02,0.04];19:39:08.696;12.34;11.02;12.21;10.75;12;10;-0.21;-0.75;-0.34;-1.02
P4[11.00,11.00,0.00]=0.94;P3[13.00,0.00,0.00]=10.55;P9[13.00,16.50,0.00]=5.00;null;[12.71, 10.75, 0.0];[12.36,11.03,0.05];19:39:09.188;12.36;11.03;12.71;10.75;12;10;-0.71;-0.75;-0.36;-1.03
P4[11.00,11.00,0.00]=0.92;P9[13.00,16.50,0.00]=5.09;P3[13.00,0.00,0.00]=10.53;null;[12.7, 10.72, -0.0];[12.34,11.02,-0.11];19:39:09.288;12.34;11.02;12.7;10.72;12;10;-0.7;-0.72;-0.34;-1.02
