Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM
P5[13.00,24.00,0.00]=3.72;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.30;[11.15, 21.28, 0.0];[11.16,21.11,-1.44];19:18:55.294;11.16;21.11;11.15;21.28;12;20.40;0.85;-0.88;0.84;-0.71
P5[13.00,24.00,0.00]=3.76;P9[13.00,16.50,0.00]=5.15;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.32;[11.11, 21.3, 0.0];[11.16,21.10,-1.45];19:18:55.393;11.16;21.10;11.11;21.3;12;20.40;0.89;-0.9;0.84;-0.7
P5[13.00,24.00,0.00]=3.74;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.42;[11.1, 21.37, 0.0];[11.17,21.09,-1.45];19:18:55.495;11.17;21.09;11.1;21.37;12;20.40;0.9;-0.97;0.83;-0.69
P5[13.00,24.00,0.00]=3.66;P9[13.00,16.50,0.00]=5.15;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.38;[11.08, 21.35, 0.0];[11.16,21.10,-1.41];19:18:55.595;11.16;21.10;11.08;21.35;12;20.40;0.92;-0.95;0.84;-0.7
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.23;P6[6.70,18.03,0.00]=5.65;P4[11.00,11.00,0.00]=10.32;[11.1, 21.32, 0.0];[11.16,21.10,-1.46];19:18:55.693;11.16;21.10;11.1;21.32;12;20.40;0.9;-0.92;0.84;-0.7
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.19;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.45;[11.02, 21.4, 0.0];[11.15,21.10,-1.47];19:18:55.795;11.15;21.10;11.02;21.4;12;20.40;0.98;-1.0;0.85;-0.7
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.21;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.33;[11.07, 21.19, 1.49];[11.14,21.10,-1.48];19:18:55.894;11.14;21.10;11.07;21.19;12;20.40;0.93;-0.79;0.86;-0.7
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.34;[11.09, 21.19, 1.44];[11.14,21.09,-1.48];19:18:55.993;11.14;21.09;11.09;21.19;12;20.40;0.91;-0.79;0.86;-0.69
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.22;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.33;[11.03, 21.32, 0.0];[11.12,21.09,-1.50];19:18:56.093;11.12;21.09;11.03;21.32;12;20.40;0.97;-0.92;0.88;-0.69
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.19;P6[6.70,18.03,0.00]=5.66;P4[11.00,11.00,0.00]=10.28;[11.15, 21.28, 0.0];[11.14,21.09,-1.52];19:18:56.194;11.14;21.09;11.15;21.28;12;20.40;0.85;-0.88;0.86;-0.69
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.15;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.30;[11.1, 21.28, 0.0];[11.15,21.08,-1.52];19:18:56.293;11.15;21.08;11.1;21.28;12;20.40;0.9;-0.88;0.85;-0.68
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.20;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.40;[11.01, 21.37, 0.0];[11.13,21.09,-1.52];19:18:56.394;11.13;21.09;11.01;21.37;12;20.40;0.99;-0.97;0.87;-0.69
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.19;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.30;[11.09, 21.29, 0.0];[11.13,21.09,-1.53];19:18:56.493;11.13;21.09;11.09;21.29;12;20.40;0.91;-0.89;0.87;-0.69
P5[13.00,24.00,0.00]=3.73;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.26;[11.08, 21.25, 0.0];[11.13,21.09,-1.49];19:18:56.594;11.13;21.09;11.08;21.25;12;20.40;0.92;-0.85;0.87;-0.69
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.16;P6[6.70,18.03,0.00]=5.52;P4[11.00,11.00,0.00]=10.30;[11.02, 21.28, 0.0];[11.12,21.08,-1.47];19:18:56.693;11.12;21.08;11.02;21.28;12;20.40;0.98;-0.88;0.88;-0.68
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.17;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.35;[11.03, 21.32, 0.0];[11.11,21.08,-1.48];19:18:56.794;11.11;21.08;11.03;21.32;12;20.40;0.97;-0.92;0.89;-0.68
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.30;[11.12, 21.28, 0.0];[11.13,21.07,-1.48];19:18:56.893;11.13;21.07;11.12;21.28;12;20.40;0.88;-0.88;0.87;-0.67
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.16;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.40;[11.06, 21.36, 0.0];[11.14,21.07,-1.51];19:18:56.994;11.14;21.07;11.06;21.36;12;20.40;0.94;-0.96;0.86;-0.67
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.53;P4[11.00,11.00,0.00]=10.43;[10.99, 21.37, 0.0];[11.13,21.06,-1.49];19:18:57.095;11.13;21.06;10.99;21.37;12;20.40;1.01;-0.97;0.87;-0.66
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.60;P4[11.00,11.00,0.00]=10.34;[11.1, 21.31, 0.0];[11.14,21.06,-1.49];19:18:57.194;11.14;21.06;11.1;21.31;12;20.40;0.9;-0.91;0.86;-0.66
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.20;P6[6.70,18.03,0.00]=5.54;P4[11.00,11.00,0.00]=10.28;[11.02, 21.27, 0.0];[11.12,21.07,-1.49];19:18:57.293;11.12;21.07;11.02;21.27;12;20.40;0.98;-0.87;0.88;-0.67
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.21;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.41;[11.02, 21.37, 0.0];[11.12,21.07,-1.53];19:18:57.393;11.12;21.07;11.02;21.37;12;20.40;0.98;-0.97;0.88;-0.67
P5[13.00,24.00,0.00]=3.76;P9[13.00,16.50,0.00]=5.18;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.37;[11.04, 21.34, 0.0];[11.12,21.08,-1.51];19:18:57.494;11.12;21.08;11.04;21.34;12;20.40;0.96;-0.94;0.88;-0.68
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.16;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.28;[11.06, 21.27, 0.0];[11.12,21.08,-1.50];19:18:57.592;11.12;21.08;11.06;21.27;12;20.40;0.94;-0.87;0.88;-0.68
P5[13.00,24.00,0.00]=3.81;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.27;[11.08, 21.25, 0.0];[11.12,21.07,-1.51];19:18:57.693;11.12;21.07;11.08;21.25;12;20.40;0.92;-0.85;0.88;-0.67
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.15;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.37;[11.03, 21.33, 0.0];[11.12,21.06,-1.52];19:18:57.794;11.12;21.06;11.03;21.33;12;20.40;0.97;-0.93;0.88;-0.66
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.39;[11.08, 21.24, 1.41];[11.13,21.06,-1.51];19:18:57.894;11.13;21.06;11.08;21.24;12;20.40;0.92;-0.84;0.87;-0.66
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.32;[11.06, 21.29, 0.0];[11.13,21.06,-1.50];19:18:57.993;11.13;21.06;11.06;21.29;12;20.40;0.94;-0.89;0.87;-0.66
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.17;P6[6.70,18.03,0.00]=5.54;P4[11.00,11.00,0.00]=10.32;[11.05, 21.18, 1.45];[11.12,21.06,-1.49];19:18:58.093;11.12;21.06;11.05;21.18;12;20.40;0.95;-0.78;0.88;-0.66
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.16;P6[6.70,18.03,0.00]=5.60;P4[11.00,11.00,0.00]=10.39;[11.05, 21.35, 0.0];[11.12,21.06,-1.51];19:18:58.193;11.12;21.06;11.05;21.35;12;20.40;0.95;-0.95;0.88;-0.66
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.52;P4[11.00,11.00,0.00]=10.35;[10.99, 21.31, 0.0];[11.11,21.05,-1.51];19:18:58.293;11.11;21.05;10.99;21.31;12;20.40;1.01;-0.91;0.89;-0.65
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.53;P4[11.00,11.00,0.00]=10.32;[11.02, 21.29, 0.0];[11.11,21.05,-1.50];19:18:58.393;11.11;21.05;11.02;21.29;12;20.40;0.98;-0.89;0.89;-0.65
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.18;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.29;[11.09, 21.15, 1.55];[11.11,21.05,-1.52];19:18:58.493;11.11;21.05;11.09;21.15;12;20.40;0.91;-0.75;0.89;-0.65
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.23;[11.09, 21.22, 0.0];[11.12,21.05,-1.53];19:18:58.593;11.12;21.05;11.09;21.22;12;20.40;0.91;-0.82;0.88;-0.65
P5[13.00,24.00,0.00]=3.76;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.24;[11.11, 21.23, 0.0];[11.12,21.05,-1.51];19:18:58.693;11.12;21.05;11.11;21.23;12;20.40;0.89;-0.83;0.88;-0.65
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.20;P6[6.70,18.03,0.00]=5.54;P4[11.00,11.00,0.00]=10.22;[11.07, 21.11, 1.48];[11.12,21.06,-1.50];19:18:58.793;11.12;21.06;11.07;21.11;12;20.40;0.93;-0.71;0.88;-0.66
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.32;[11.12, 21.29, 0.0];[11.14,21.06,-1.50];19:18:58.893;11.14;21.06;11.12;21.29;12;20.40;0.88;-0.89;0.86;-0.66
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.23;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.37;[11.02, 21.35, 0.0];[11.13,21.07,-1.51];19:18:58.993;11.13;21.07;11.02;21.35;12;20.40;0.98;-0.95;0.87;-0.67
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.29;[11.08, 21.26, 0.0];[11.13,21.06,-1.51];19:18:59.093;11.13;21.06;11.08;21.26;12;20.40;0.92;-0.86;0.87;-0.66
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.62;P4[11.00,11.00,0.00]=10.33;[11.13, 21.29, 0.0];[11.15,21.05,-1.51];19:18:59.193;11.15;21.05;11.13;21.29;12;20.40;0.87;-0.89;0.85;-0.65
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.32;[11.1, 21.29, 0.0];[11.15,21.05,-1.51];19:18:59.293;11.15;21.05;11.1;21.29;12;20.40;0.9;-0.89;0.85;-0.65
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.36;[11.09, 21.32, 0.0];[11.16,21.04,-1.49];19:18:59.394;11.16;21.04;11.09;21.32;12;20.40;0.91;-0.92;0.84;-0.64
P5[13.00,24.00,0.00]=3.75;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.41;[11.07, 21.36, 0.0];[11.16,21.05,-1.48];19:18:59.494;11.16;21.05;11.07;21.36;12;20.40;0.93;-0.96;0.84;-0.65
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.65;P4[11.00,11.00,0.00]=10.38;[11.14, 21.33, 0.0];[11.18,21.04,-1.50];19:18:59.594;11.18;21.04;11.14;21.33;12;20.40;0.86;-0.93;0.82;-0.64
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.31;[11.07, 21.28, 0.0];[11.17,21.04,-1.49];19:18:59.693;11.17;21.04;11.07;21.28;12;20.40;0.93;-0.88;0.83;-0.64
P5[13.00,24.00,0.00]=3.78;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.59;P4[11.00,11.00,0.00]=10.35;[11.11, 21.3, 0.0];[11.17,21.04,-1.48];19:18:59.794;11.17;21.04;11.11;21.3;12;20.40;0.89;-0.9;0.83;-0.64
P5[13.00,24.00,0.00]=3.74;P9[13.00,16.50,0.00]=5.04;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.36;[11.1, 21.3, 0.0];[11.18,21.03,-1.44];19:18:59.895;11.18;21.03;11.1;21.3;12;20.40;0.9;-0.9;0.82;-0.63
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.64;P4[11.00,11.00,0.00]=10.41;[11.13, 21.36, 0.0];[11.19,21.03,-1.46];19:18:59.994;11.19;21.03;11.13;21.36;12;20.40;0.87;-0.96;0.81;-0.63
P5[13.00,24.00,0.00]=3.81;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.26;[11.06, 21.24, 0.0];[11.17,21.03,-1.46];19:19:00.093;11.17;21.03;11.06;21.24;12;20.40;0.94;-0.84;0.83;-0.63
P5[13.00,24.00,0.00]=3.83;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.25;[11.14, 21.23, 0.0];[11.18,21.02,-1.49];19:19:00.192;11.18;21.02;11.14;21.23;12;20.40;0.86;-0.83;0.82;-0.62
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.40;[11.05, 21.35, 0.0];[11.17,21.03,-1.48];19:19:00.294;11.17;21.03;11.05;21.35;12;20.40;0.95;-0.95;0.83;-0.63
P5[13.00,24.00,0.00]=3.83;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.62;P4[11.00,11.00,0.00]=10.36;[11.12, 21.31, 0.0];[11.18,21.02,-1.50];19:19:00.394;11.18;21.02;11.12;21.31;12;20.40;0.88;-0.91;0.82;-0.62
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.52;P4[11.00,11.00,0.00]=10.33;[11.03, 21.18, 1.43];[11.16,21.02,-1.49];19:19:00.493;11.16;21.02;11.03;21.18;12;20.40;0.97;-0.78;0.84;-0.62
P5[13.00,24.00,0.00]=3.86;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.42;P4[11.00,11.00,0.00]=10.23;[10.97, 21.11, 1.38];[11.12,21.02,-1.47];19:19:00.592;11.12;21.02;10.97;21.11;12;20.40;1.03;-0.71;0.88;-0.62
P5[13.00,24.00,0.00]=3.86;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.52;P4[11.00,11.00,0.00]=10.28;[11.02, 21.25, 0.0];[11.11,21.02,-1.48];19:19:00.693;11.11;21.02;11.02;21.25;12;20.40;0.98;-0.85;0.89;-0.62
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.33;[11.04, 21.29, 0.0];[11.12,21.02,-1.50];19:19:00.793;11.12;21.02;11.04;21.29;12;20.40;0.96;-0.89;0.88;-0.62
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.51;P4[11.00,11.00,0.00]=10.39;[11.0, 21.33, 0.0];[11.11,21.01,-1.48];19:19:00.894;11.11;21.01;11.0;21.33;12;20.40;1.0;-0.93;0.89;-0.61
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.53;P4[11.00,11.00,0.00]=10.37;[11.0, 21.32, 0.0];[11.11,21.02,-1.49];19:19:00.994;11.11;21.02;11.0;21.32;12;20.40;1.0;-0.92;0.89;-0.62
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.41;[11.06, 21.24, 1.41];[11.12,21.02,-1.49];19:19:01.095;11.12;21.02;11.06;21.24;12;20.40;0.94;-0.84;0.88;-0.62
P5[13.00,24.00,0.00]=3.81;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.38;[11.05, 21.33, 0.0];[11.12,21.02,-1.49];19:19:01.194;11.12;21.02;11.05;21.33;12;20.40;0.95;-0.93;0.88;-0.62
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.60;P4[11.00,11.00,0.00]=10.39;[11.08, 21.34, 0.0];[11.14,21.02,-1.50];19:19:01.294;11.14;21.02;11.08;21.34;12;20.40;0.92;-0.94;0.86;-0.62
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.60;P4[11.00,11.00,0.00]=10.39;[11.09, 21.34, 0.0];[11.15,21.02,-1.51];19:19:01.393;11.15;21.02;11.09;21.34;12;20.40;0.91;-0.94;0.85;-0.62
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.50;P4[11.00,11.00,0.00]=10.30;[11.03, 21.27, 0.0];[11.14,21.02,-1.47];19:19:01.493;11.14;21.02;11.03;21.27;12;20.40;0.97;-0.87;0.86;-0.62
P5[13.00,24.00,0.00]=3.83;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.49;P4[11.00,11.00,0.00]=10.36;[11.0, 21.3, 0.0];[11.13,21.02,-1.45];19:19:01.594;11.13;21.02;11.0;21.3;12;20.40;1.0;-0.9;0.87;-0.62
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.14;P6[6.70,18.03,0.00]=5.58;P4[11.00,11.00,0.00]=10.34;[11.07, 21.31, 0.0];[11.13,21.02,-1.47];19:19:01.693;11.13;21.02;11.07;21.31;12;20.40;0.93;-0.91;0.87;-0.62
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.41;[11.02, 21.35, 0.0];[11.13,21.02,-1.48];19:19:01.794;11.13;21.02;11.02;21.35;12;20.40;0.98;-0.95;0.87;-0.62
P5[13.00,24.00,0.00]=3.83;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.61;P4[11.00,11.00,0.00]=10.32;[11.1, 21.29, 0.0];[11.14,21.02,-1.50];19:19:01.892;11.14;21.02;11.1;21.29;12;20.40;0.9;-0.89;0.86;-0.62
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.62;P4[11.00,11.00,0.00]=10.41;[11.1, 21.35, 0.0];[11.16,21.02,-1.51];19:19:01.994;11.16;21.02;11.1;21.35;12;20.40;0.9;-0.95;0.84;-0.62
P5[13.00,24.00,0.00]=3.81;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.32;[11.08, 21.28, 0.0];[11.16,21.02,-1.50];19:19:02.092;11.16;21.02;11.08;21.28;12;20.40;0.92;-0.88;0.84;-0.62
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=5.18;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.29;[11.04, 21.27, 0.0];[11.14,21.03,-1.52];19:19:02.192;11.14;21.03;11.04;21.27;12;20.40;0.96;-0.87;0.86;-0.63
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.21;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.30;[11.01, 21.29, 0.0];[11.12,21.04,-1.54];19:19:02.292;11.12;21.04;11.01;21.29;12;20.40;0.99;-0.89;0.88;-0.64
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.17;P6[6.70,18.03,0.00]=5.51;P4[11.00,11.00,0.00]=10.18;[11.02, 21.19, 0.0];[11.11,21.05,-0.77];19:19:02.392;11.11;21.05;11.02;21.19;12;20.40;0.98;-0.79;0.89;-0.65
P5[13.00,24.00,0.00]=3.81;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.60;P4[11.00,11.00,0.00]=10.22;[11.13, 21.21, 0.0];[11.12,21.04,-0.96];19:19:02.492;11.12;21.04;11.13;21.21;12;20.40;0.87;-0.81;0.88;-0.64
P5[13.00,24.00,0.00]=3.76;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.54;P4[11.00,11.00,0.00]=10.13;[11.11, 21.14, 0.0];[11.12,21.04,-0.38];19:19:02.593;11.12;21.04;11.11;21.14;12;20.40;0.89;-0.74;0.88;-0.64
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.17;P6[6.70,18.03,0.00]=5.51;P4[11.00,11.00,0.00]=10.22;[11.02, 21.22, 0.0];[11.11,21.05,-0.65];19:19:02.692;11.11;21.05;11.02;21.22;12;20.40;0.98;-0.82;0.89;-0.65
P5[13.00,24.00,0.00]=3.76;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.49;P4[11.00,11.00,0.00]=10.13;[11.07, 21.14, 0.0];[11.10,21.05,-0.16];19:19:02.792;11.10;21.05;11.07;21.14;12;20.40;0.93;-0.74;0.9;-0.65
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.51;P4[11.00,11.00,0.00]=10.17;[11.05, 21.17, 0.0];[11.10,21.03,-0.49];19:19:02.892;11.10;21.03;11.05;21.17;12;20.40;0.95;-0.77;0.9;-0.63
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.51;P4[11.00,11.00,0.00]=10.16;[11.07, 21.16, 0.0];[11.10,21.03,-0.72];19:19:02.992;11.10;21.03;11.07;21.16;12;20.40;0.93;-0.76;0.9;-0.63
P5[13.00,24.00,0.00]=3.81;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.54;P4[11.00,11.00,0.00]=10.13;[11.1, 21.14, 0.0];[11.10,21.03,-0.91];19:19:03.092;11.10;21.03;11.1;21.14;12;20.40;0.9;-0.74;0.9;-0.63
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.57;P4[11.00,11.00,0.00]=10.14;[11.15, 21.14, 0.0];[11.12,21.03,-0.31];19:19:03.192;11.12;21.03;11.15;21.14;12;20.40;0.85;-0.74;0.88;-0.63
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.49;P4[11.00,11.00,0.00]=10.14;[11.07, 21.14, 0.0];[11.11,21.02,-0.58];19:19:03.293;11.11;21.02;11.07;21.14;12;20.40;0.93;-0.74;0.89;-0.62
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.51;P4[11.00,11.00,0.00]=10.11;[11.09, 21.12, 0.0];[11.11,21.02,-0.79];19:19:03.392;11.11;21.02;11.09;21.12;12;20.40;0.91;-0.72;0.89;-0.62
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.52;P4[11.00,11.00,0.00]=10.28;[11.05, 21.25, 0.0];[11.11,21.02,-0.96];19:19:03.492;11.11;21.02;11.05;21.25;12;20.40;0.95;-0.85;0.89;-0.62
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=4.99;P6[6.70,18.03,0.00]=5.56;P4[11.00,11.00,0.00]=10.16;[11.17, 21.14, 0.0];[11.14,20.99,-1.08];19:19:03.591;11.14;20.99;11.17;21.14;12;20.40;0.83;-0.74;0.86;-0.59
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.15;P6[6.70,18.03,0.00]=5.45;P4[11.00,11.00,0.00]=10.20;[10.98, 21.2, 0.0];[11.11,21.01,-1.15];19:19:03.692;11.11;21.01;10.98;21.2;12;20.40;1.02;-0.8;0.89;-0.61
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.51;P4[11.00,11.00,0.00]=10.14;[11.07, 21.14, 0.0];[11.11,21.01,-1.23];19:19:03.792;11.11;21.01;11.07;21.14;12;20.40;0.93;-0.74;0.89;-0.61
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.55;P4[11.00,11.00,0.00]=10.14;[11.13, 21.02, 1.5];[11.11,21.00,-1.30];19:19:03.893;11.11;21.00;11.13;21.02;12;20.40;0.87;-0.62;0.89;-0.6
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.17;P6[6.70,18.03,0.00]=5.52;P4[11.00,11.00,0.00]=10.08;[11.06, 21.11, 0.0];[11.10,21.01,-1.36];19:19:03.992;11.10;21.01;11.06;21.11;12;20.40;0.94;-0.71;0.9;-0.61
