Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.98;[2.16, 20.28, 0.0];[2.31,20.37,-0.61];19:22:54.333;2.31;20.37;2.16;20.28;2;20.40;-0.16;0.12;-0.31;0.03
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.06;[2.19, 20.36, 0.0];[2.32,20.38,-0.68];19:22:54.432;2.32;20.38;2.19;20.36;2;20.40;-0.19;0.04;-0.32;0.02
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=10.91;[2.36, 20.35, 0.0];[2.30,20.37,-0.68];19:22:54.531;2.30;20.37;2.36;20.35;2;20.40;-0.36;0.05;-0.3;0.03
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.91;[2.28, 20.3, 0.0];[2.31,20.37,-0.26];19:22:54.631;2.31;20.37;2.28;20.3;2;20.40;-0.28;0.1;-0.31;0.03
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.98;[2.15, 20.3, 0.0];[2.25,20.43,-0.02];19:22:54.732;2.25;20.43;2.15;20.3;2;20.40;-0.15;0.1;-0.25;-0.03
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.98;[2.16, 20.29, 0.0];[2.24,20.41,-0.17];19:22:54.832;2.24;20.41;2.16;20.29;2;20.40;-0.16;0.11;-0.24;-0.01
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.02;[2.21, 20.36, 0.0];[2.25,20.41,-0.36];19:22:54.932;2.25;20.41;2.21;20.36;2;20.40;-0.21;0.04;-0.25;-0.01
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.91;[2.23, 20.28, 0.0];[2.25,20.40,-0.12];19:22:55.032;2.25;20.40;2.23;20.28;2;20.40;-0.23;0.12;-0.25;0.0
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.88;[2.36, 20.33, 0.0];[2.24,20.40,-0.38];19:22:55.131;2.24;20.40;2.36;20.33;2;20.40;-0.36;0.07;-0.24;0.0
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=10.98;[2.14, 20.27, 0.0];[2.22,20.38,-0.41];19:22:55.232;2.22;20.38;2.14;20.27;2;20.40;-0.14;0.13;-0.22;0.02
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.97;[2.22, 20.31, 0.0];[2.24,20.38,-0.53];19:22:55.332;2.24;20.38;2.22;20.31;2;20.40;-0.22;0.09;-0.24;0.02
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.04;[2.15, 20.33, 0.0];[2.26,20.38,-0.65];19:22:55.433;2.26;20.38;2.15;20.33;2;20.40;-0.15;0.07;-0.26;0.02
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.91;[2.32, 20.3, 0.0];[2.28,20.38,-0.26];19:22:55.531;2.28;20.38;2.32;20.3;2;20.40;-0.32;0.1;-0.28;0.02
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=10.97;[2.33, 20.35, 0.0];[2.31,20.39,-0.43];19:22:55.632;2.31;20.39;2.33;20.35;2;20.40;-0.33;0.05;-0.31;0.01
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.85;[2.36, 20.29, 0.0];[2.35,20.38,-0.13];19:22:55.732;2.35;20.38;2.36;20.29;2;20.40;-0.36;0.11;-0.35;0.02
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.00;[2.21, 20.34, 0.0];[2.33,20.39,-0.33];19:22:55.832;2.33;20.39;2.21;20.34;2;20.40;-0.21;0.06;-0.33;0.01
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.06;[2.17, 20.35, 0.0];[2.33,20.39,-0.48];19:22:55.933;2.33;20.39;2.17;20.35;2;20.40;-0.17;0.05;-0.33;0.01
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.00;[2.18, 20.31, 0.0];[2.31,20.39,-0.58];19:22:56.032;2.31;20.39;2.18;20.31;2;20.40;-0.18;0.09;-0.31;0.01
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.85;[2.31, 20.27, 0.0];[2.28,20.36,-0.53];19:22:56.131;2.28;20.36;2.31;20.27;2;20.40;-0.31;0.13;-0.28;0.04
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.84;[2.34, 20.29, 0.0];[2.24,20.35,-0.63];19:22:56.231;2.24;20.35;2.34;20.29;2;20.40;-0.34;0.11;-0.24;0.05
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.03;[2.13, 20.31, 0.0];[2.24,20.36,-0.67];19:22:56.332;2.24;20.36;2.13;20.31;2;20.40;-0.13;0.09;-0.24;0.04
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.03;[2.09, 20.3, 0.0];[2.23,20.36,-0.72];19:22:56.433;2.23;20.36;2.09;20.3;2;20.40;-0.09;0.1;-0.23;0.04
P7[2.90,24.00,0.00]=3.63;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=10.85;[2.35, 20.31, 0.0];[2.19,20.36,-0.73];19:22:56.532;2.19;20.36;2.35;20.31;2;20.40;-0.35;0.09;-0.19;0.04
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.84;[2.38, 20.32, 0.0];[2.16,20.35,-0.73];19:22:56.631;2.16;20.35;2.38;20.32;2;20.40;-0.38;0.08;-0.16;0.05
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.97;[2.25, 20.35, 0.0];[2.18,20.37,-0.76];19:22:56.731;2.18;20.37;2.25;20.35;2;20.40;-0.25;0.05;-0.18;0.03
P7[2.90,24.00,0.00]=3.60;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.03;[2.07, 20.26, 0.0];[2.19,20.37,-0.82];19:22:56.834;2.19;20.37;2.07;20.26;2;20.40;-0.07;0.14;-0.19;0.03
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.02;[2.07, 20.28, 0.0];[2.18,20.39,-0.90];19:22:56.933;2.18;20.39;2.07;20.28;2;20.40;-0.07;0.12;-0.18;0.01
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.95;[2.19, 20.29, 0.0];[2.19,20.38,-0.85];19:22:57.032;2.19;20.38;2.19;20.29;2;20.40;-0.19;0.11;-0.19;0.02
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.09;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.93;[2.22, 20.32, 0.0];[2.16,20.37,-0.72];19:22:57.132;2.16;20.37;2.22;20.32;2;20.40;-0.22;0.08;-0.16;0.03
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.88;[2.35, 20.33, 0.0];[2.16,20.37,-0.81];19:22:57.231;2.16;20.37;2.35;20.33;2;20.40;-0.35;0.07;-0.16;0.03
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.05;[2.17, 20.36, 0.0];[2.19,20.38,-0.87];19:22:57.332;2.19;20.38;2.17;20.36;2;20.40;-0.17;0.04;-0.19;0.02
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=10.97;[2.14, 20.23, 0.0];[2.21,20.38,-0.90];19:22:57.434;2.21;20.38;2.14;20.23;2;20.40;-0.14;0.17;-0.21;0.02
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=11.00;[2.1, 20.25, 0.0];[2.21,20.36,-0.83];19:22:57.533;2.21;20.36;2.1;20.25;2;20.40;-0.1;0.15;-0.21;0.04
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.05;[2.17, 20.33, 0.0];[2.25,20.37,-0.84];19:22:57.633;2.25;20.37;2.17;20.33;2;20.40;-0.17;0.07;-0.25;0.03
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.99;[2.22, 20.33, 0.0];[2.26,20.37,-0.84];19:22:57.732;2.26;20.37;2.22;20.33;2;20.40;-0.22;0.07;-0.26;0.03
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=11.07;[2.22, 20.38, 0.0];[2.28,20.39,-0.86];19:22:57.833;2.28;20.39;2.22;20.38;2;20.40;-0.22;0.02;-0.28;0.01
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.07;[2.13, 20.35, 0.0];[2.28,20.39,-0.89];19:22:57.932;2.28;20.39;2.13;20.35;2;20.40;-0.13;0.05;-0.28;0.01
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.92;[2.31, 20.31, 0.0];[2.29,20.39,-0.43];19:22:58.031;2.29;20.39;2.31;20.31;2;20.40;-0.31;0.09;-0.29;0.01
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=10.96;[2.33, 20.35, 0.0];[2.32,20.39,-0.43];19:22:58.132;2.32;20.39;2.33;20.35;2;20.40;-0.33;0.05;-0.32;0.01
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.99;[2.18, 20.3, 0.0];[2.31,20.38,-0.50];19:22:58.233;2.31;20.38;2.18;20.3;2;20.40;-0.18;0.1;-0.31;0.02
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.03;[2.1, 20.31, 0.0];[2.27,20.38,-0.55];19:22:58.332;2.27;20.38;2.1;20.31;2;20.40;-0.1;0.09;-0.27;0.02
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.06;[2.1, 20.34, 0.0];[2.25,20.38,-0.61];19:22:58.432;2.25;20.38;2.1;20.34;2;20.40;-0.1;0.06;-0.25;0.02
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.92;[2.15, 20.27, 0.0];[2.23,20.38,-0.30];19:22:58.532;2.23;20.38;2.15;20.27;2;20.40;-0.15;0.13;-0.23;0.02
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.36;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.97;[2.01, 20.32, 0.0];[2.09,20.38,-0.49];19:22:58.632;2.09;20.38;2.01;20.32;2;20.40;-0.01;0.08;-0.09;0.02
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.92;[2.29, 20.31, 0.0];[2.15,20.38,-0.63];19:22:58.731;2.15;20.38;2.29;20.31;2;20.40;-0.29;0.09;-0.15;0.02
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=11.03;[2.2, 20.37, 0.0];[2.18,20.37,-0.53];19:22:58.831;2.18;20.37;2.2;20.37;2;20.40;-0.2;0.03;-0.18;0.03
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=11.09;[2.18, 20.39, 0.0];[2.23,20.39,-0.67];19:22:58.933;2.23;20.39;2.18;20.39;2;20.40;-0.18;0.01;-0.23;0.01
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.80;[2.33, 20.27, 0.0];[2.17,20.37,-0.77];19:22:59.031;2.17;20.37;2.33;20.27;2;20.40;-0.33;0.13;-0.17;0.03
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.18;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.07;[2.02, 20.35, 0.0];[2.15,20.38,-0.82];19:22:59.132;2.15;20.38;2.02;20.35;2;20.40;-0.02;0.05;-0.15;0.02
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.18;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.91;[2.18, 20.31, 0.0];[2.09,20.37,-0.86];19:22:59.232;2.09;20.37;2.18;20.31;2;20.40;-0.18;0.09;-0.09;0.03
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.01;[2.1, 20.32, 0.0];[2.11,20.37,-0.89];19:22:59.331;2.11;20.37;2.1;20.32;2;20.40;-0.1;0.08;-0.11;0.03
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.99;[2.14, 20.29, 0.0];[2.15,20.37,-0.91];19:22:59.432;2.15;20.37;2.14;20.29;2;20.40;-0.14;0.11;-0.15;0.03
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=10.86;[2.37, 20.33, 0.0];[2.14,20.36,-0.93];19:22:59.531;2.14;20.36;2.37;20.33;2;20.40;-0.37;0.07;-0.14;0.04
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.89;[2.37, 20.33, 0.0];[2.22,20.37,-0.43];19:22:59.632;2.22;20.37;2.37;20.33;2;20.40;-0.37;0.07;-0.22;0.03
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.95;[2.28, 20.32, 0.0];[2.26,20.37,-0.59];19:22:59.732;2.26;20.37;2.28;20.32;2;20.40;-0.28;0.08;-0.26;0.03
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.05;[2.19, 20.35, 0.0];[2.28,20.36,-0.56];19:22:59.832;2.28;20.36;2.19;20.35;2;20.40;-0.19;0.05;-0.28;0.04
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.04;[2.2, 20.36, 0.0];[2.29,20.37,-0.68];19:22:59.932;2.29;20.37;2.2;20.36;2;20.40;-0.2;0.04;-0.29;0.03
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.89;[2.27, 20.27, 0.0];[2.28,20.36,-0.32];19:23:00.031;2.28;20.36;2.27;20.27;2;20.40;-0.27;0.13;-0.28;0.04
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.95;[2.3, 20.34, 0.0];[2.29,20.36,-0.34];19:23:00.131;2.29;20.36;2.3;20.34;2;20.40;-0.3;0.06;-0.29;0.04
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=10.93;[2.11, 20.21, 0.0];[2.25,20.34,-0.35];19:23:00.232;2.25;20.34;2.11;20.21;2;20.40;-0.11;0.19;-0.25;0.06
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.97;[2.26, 20.35, 0.0];[2.26,20.36,-0.04];19:23:00.332;2.26;20.36;2.26;20.35;2;20.40;-0.26;0.05;-0.26;0.04
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.06;[2.08, 20.29, 0.0];[2.26,20.36,-0.23];19:23:00.433;2.26;20.36;2.08;20.29;2;20.40;-0.08;0.11;-0.26;0.04
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.97;[2.2, 20.32, 0.0];[2.24,20.39,0.03];19:23:00.532;2.24;20.39;2.2;20.32;2;20.40;-0.2;0.08;-0.24;0.01
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.99;[2.12, 20.26, 0.0];[2.24,20.37,-0.16];19:23:00.633;2.24;20.37;2.12;20.26;2;20.40;-0.12;0.14;-0.24;0.03
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=5.19;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.90;[2.13, 20.27, 0.0];[2.16,20.36,-0.35];19:23:00.732;2.16;20.36;2.13;20.27;2;20.40;-0.13;0.13;-0.16;0.04
P7[2.90,24.00,0.00]=3.76;P6[6.70,18.03,0.00]=4.88;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.11;[2.09, 20.31, 0.0];[2.22,20.35,-0.53];19:23:00.833;2.22;20.35;2.09;20.31;2;20.40;-0.09;0.09;-0.22;0.05
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.85;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.03;[2.15, 20.27, 0.0];[2.26,20.34,-0.60];19:23:00.933;2.26;20.34;2.15;20.27;2;20.40;-0.15;0.13;-0.26;0.06
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.92;[2.22, 20.28, 0.0];[2.25,20.34,-0.24];19:23:01.032;2.25;20.34;2.22;20.28;2;20.40;-0.22;0.12;-0.25;0.06
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.95;[2.27, 20.3, 0.0];[2.28,20.34,-0.44];19:23:01.133;2.28;20.34;2.27;20.3;2;20.40;-0.27;0.1;-0.28;0.06
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=10.95;[2.24, 20.33, 0.0];[2.28,20.35,-0.58];19:23:01.231;2.28;20.35;2.24;20.33;2;20.40;-0.24;0.07;-0.28;0.05
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.08;[2.02, 20.3, 0.0];[2.26,20.35,-0.68];19:23:01.334;2.26;20.35;2.02;20.3;2;20.40;-0.02;0.1;-0.26;0.05
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.01;[2.11, 20.3, 0.0];[2.25,20.35,-0.75];19:23:01.433;2.25;20.35;2.11;20.3;2;20.40;-0.11;0.1;-0.25;0.05
P7[2.90,24.00,0.00]=3.74;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.95;[2.23, 20.29, 0.0];[2.28,20.35,-0.82];19:23:01.532;2.28;20.35;2.23;20.29;2;20.40;-0.23;0.11;-0.28;0.05
P7[2.90,24.00,0.00]=3.74;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.95;[2.2, 20.3, 0.0];[2.27,20.35,-0.37];19:23:01.632;2.27;20.35;2.2;20.3;2;20.40;-0.2;0.1;-0.27;0.05
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.91;[2.22, 20.28, 0.0];[2.27,20.36,-0.07];19:23:01.732;2.27;20.36;2.22;20.28;2;20.40;-0.22;0.12;-0.27;0.04
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.09;[2.07, 20.32, 0.0];[2.27,20.36,-0.29];19:23:01.833;2.27;20.36;2.07;20.32;2;20.40;-0.07;0.08;-0.27;0.04
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.11;[2.02, 20.32, 0.0];[2.27,20.35,-0.49];19:23:01.933;2.27;20.35;2.02;20.32;2;20.40;-0.02;0.08;-0.27;0.05
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.17;[1.95, 20.33, 0.0];[2.24,20.35,-0.52];19:23:02.034;2.24;20.35;1.95;20.33;2;20.40;0.05;0.07;-0.24;0.05
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.05;[2.09, 20.32, 0.0];[2.24,20.36,-0.62];19:23:02.133;2.24;20.36;2.09;20.32;2;20.40;-0.09;0.08;-0.24;0.04
P7[2.90,24.00,0.00]=3.71;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.09;null;[1.97, 20.37, 0.0];[2.17,20.38,-0.22];19:23:02.229;2.17;20.38;1.97;20.37;2;20.40;0.03;0.03;-0.17;0.02
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.04;[2.09, 20.3, 0.0];[2.18,20.37,-0.35];19:23:02.333;2.18;20.37;2.09;20.3;2;20.40;-0.09;0.1;-0.18;0.03
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.00;[2.24, 20.35, 0.0];[2.21,20.38,-0.35];19:23:02.432;2.21;20.38;2.24;20.35;2;20.40;-0.24;0.05;-0.21;0.02
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.91;[2.24, 20.29, 0.0];[2.23,20.38,-0.09];19:23:02.532;2.23;20.38;2.24;20.29;2;20.40;-0.24;0.11;-0.23;0.02
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.97;[2.18, 20.32, 0.0];[2.22,20.38,0.13];19:23:02.631;2.22;20.38;2.18;20.32;2;20.40;-0.18;0.08;-0.22;0.02
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=10.94;[2.22, 20.34, 0.0];[2.24,20.39,0.31];19:23:02.731;2.24;20.39;2.22;20.34;2;20.40;-0.22;0.06;-0.24;0.01
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=5.23;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.05;[1.97, 20.31, 0.0];[2.15,20.42,0.31];19:23:02.832;2.15;20.42;1.97;20.31;2;20.40;0.03;0.09;-0.15;-0.02
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.05;[2.1, 20.35, 0.0];[2.16,20.42,0.02];19:23:02.933;2.16;20.42;2.1;20.35;2;20.40;-0.1;0.05;-0.16;-0.02
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.96;[2.17, 20.31, 0.0];[2.17,20.41,-0.24];19:23:03.032;2.17;20.41;2.17;20.31;2;20.40;-0.17;0.09;-0.17;-0.01
