Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM
P3[13.00,0.00,0.00]=1.55;P2[8.00,2.40,0.00]=4.08;P4[11.00,11.00,0.00]=8.69;null;[12.14, 2.33, 0.0];[12.50,1.91,0.17];19:11:35.923;12.50;1.91;12.14;2.33;11.90;1.40;-0.24;-0.93;-0.6;-0.51
P3[13.00,0.00,0.00]=1.58;P2[8.00,2.40,0.00]=4.04;P4[11.00,11.00,0.00]=8.70;null;[12.11, 2.31, -0.0];[12.50,1.92,-0.01];19:11:36.024;12.50;1.92;12.11;2.31;11.90;1.40;-0.21;-0.91;-0.6;-0.52
P3[13.00,0.00,0.00]=1.56;P2[8.00,2.40,0.00]=4.01;P4[11.00,11.00,0.00]=8.72;null;[12.08, 2.29, -0.0];[12.49,1.92,-0.14];19:11:36.124;12.49;1.92;12.08;2.29;11.90;1.40;-0.18;-0.89;-0.59;-0.52
P2[8.00,2.40,0.00]=4.05;P3[13.00,0.00,0.00]=1.57;P4[11.00,11.00,0.00]=8.71;null;[12.11, 2.31, -0.0];[12.49,1.92,0.04];19:11:37.123;12.49;1.92;12.11;2.31;11.90;1.40;-0.21;-0.91;-0.59;-0.52
P2[8.00,2.40,0.00]=4.03;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.69;null;[12.1, 2.32, 0.0];[12.49,1.93,0.13];19:11:37.723;12.49;1.93;12.1;2.32;11.90;1.40;-0.2;-0.92;-0.59;-0.53
P3[13.00,0.00,0.00]=1.55;P2[8.00,2.40,0.00]=4.03;P4[11.00,11.00,0.00]=8.69;null;[12.1, 2.32, 0.0];[12.49,1.93,-0.00];19:11:37.823;12.49;1.93;12.1;2.32;11.90;1.40;-0.2;-0.92;-0.59;-0.53
P2[8.00,2.40,0.00]=4.05;P3[13.00,0.00,0.00]=1.57;P4[11.00,11.00,0.00]=8.78;null;[12.11, 2.24, 0.0];[12.48,1.91,0.17];19:11:38.023;12.48;1.91;12.11;2.24;11.90;1.40;-0.21;-0.84;-0.58;-0.51
P2[8.00,2.40,0.00]=3.97;P3[13.00,0.00,0.00]=1.55;P4[11.00,11.00,0.00]=8.69;null;[12.05, 2.31, 0.0];[12.47,1.92,0.22];19:11:38.423;12.47;1.92;12.05;2.31;11.90;1.40;-0.15;-0.91;-0.57;-0.52
P2[8.00,2.40,0.00]=4.00;P3[13.00,0.00,0.00]=1.56;P4[11.00,11.00,0.00]=8.72;P1[0.00,0.00,0.00]=12.29;[12.07, 2.29, -0.0];[12.46,1.92,0.31];19:11:38.931;12.46;1.92;12.07;2.29;11.90;1.40;-0.17;-0.89;-0.56;-0.52
P2[8.00,2.40,0.00]=4.03;P3[13.00,0.00,0.00]=1.51;P4[11.00,11.00,0.00]=8.76;P1[0.00,0.00,0.00]=12.38;[12.16, 2.27, 0.0];[12.46,1.91,0.35];19:11:39.731;12.46;1.91;12.16;2.27;11.90;1.40;-0.26;-0.87;-0.56;-0.51
P3[13.00,0.00,0.00]=1.46;P2[8.00,2.40,0.00]=3.98;P1[0.00,0.00,0.00]=12.31;P4[11.00,11.00,0.00]=8.76;[12.1, 2.26, 0.0];[12.46,1.89,0.20];19:11:39.830;12.46;1.89;12.1;2.26;11.90;1.40;-0.2;-0.86;-0.56;-0.49
P3[13.00,0.00,0.00]=1.49;P2[8.00,2.40,0.00]=3.96;P1[0.00,0.00,0.00]=12.37;P4[11.00,11.00,0.00]=8.74;[12.14, 2.28, 0.0];[12.45,1.89,0.07];19:11:39.930;12.45;1.89;12.14;2.28;11.90;1.40;-0.24;-0.88;-0.55;-0.49
P2[8.00,2.40,0.00]=4.01;P3[13.00,0.00,0.00]=1.49;P4[11.00,11.00,0.00]=8.72;P1[0.00,0.00,0.00]=12.05;[11.87, 2.25, -0.0];[12.44,1.89,0.11];19:11:40.327;12.44;1.89;11.87;2.25;11.90;1.40;0.03;-0.85;-0.54;-0.49
P2[8.00,2.40,0.00]=4.00;P3[13.00,0.00,0.00]=1.56;P4[11.00,11.00,0.00]=8.69;null;[12.07, 2.32, 0.0];[12.44,1.90,0.19];19:11:40.622;12.44;1.90;12.07;2.32;11.90;1.40;-0.17;-0.92;-0.54;-0.5
P2[8.00,2.40,0.00]=4.02;P3[13.00,0.00,0.00]=1.48;P4[11.00,11.00,0.00]=8.71;P1[0.00,0.00,0.00]=12.26;[12.05, 2.29, -0.0];[12.46,1.90,0.18];19:11:41.130;12.46;1.90;12.05;2.29;11.90;1.40;-0.15;-0.89;-0.56;-0.5
