Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM;ERRO LS;ERRO_DWM
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.46;P3[13.00,0.00,0.00]=13.48;[13.03, 13.52, 0.0];[13.06,13.86,0.62];19:35:18.085;13.06;13.86;13.03;13.52;12.10;13.39;-0.93;-0.13;-0.96;-0.47;0.94;1.07
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.20;P5[13.00,24.00,0.00]=10.38;P3[13.00,0.00,0.00]=13.60;[12.89, 13.62, 0.0];[13.01,13.87,0.60];19:35:18.185;13.01;13.87;12.89;13.62;12.10;13.39;-0.79;-0.23;-0.91;-0.48;0.82;1.03
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.20;P5[13.00,24.00,0.00]=10.40;P3[13.00,0.00,0.00]=13.54;[12.94, 13.58, 0.0];[12.99,13.88,0.68];19:35:18.285;12.99;13.88;12.94;13.58;12.10;13.39;-0.84;-0.19;-0.89;-0.49;0.86;1.02
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.22;P3[13.00,0.00,0.00]=13.63;P5[13.00,24.00,0.00]=10.43;[12.89, 13.62, 0.0];[12.96,13.89,0.67];19:35:18.385;12.96;13.89;12.89;13.62;12.10;13.39;-0.79;-0.23;-0.86;-0.5;0.82;0.99
P9[13.00,16.50,0.00]=2.33;P4[11.00,11.00,0.00]=3.23;P3[13.00,0.00,0.00]=13.46;P5[13.00,24.00,0.00]=10.35;[12.99, 13.55, 0.0];[13.01,13.88,0.65];19:35:18.485;13.01;13.88;12.99;13.55;12.10;13.39;-0.89;-0.16;-0.91;-0.49;0.9;1.03
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.28;P3[13.00,0.00,0.00]=13.73;[12.78, 13.74, 0.0];[12.92,13.91,0.70];19:35:18.586;12.92;13.91;12.78;13.74;12.10;13.39;-0.68;-0.35;-0.82;-0.52;0.76;0.97
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.23;P3[13.00,0.00,0.00]=13.58;P5[13.00,24.00,0.00]=10.22;[12.91, 13.66, 0.0];[12.94,13.90,0.62];19:35:18.685;12.94;13.90;12.91;13.66;12.10;13.39;-0.81;-0.27;-0.84;-0.51;0.85;0.98
P9[13.00,16.50,0.00]=2.34;P4[11.00,11.00,0.00]=3.28;P3[13.00,0.00,0.00]=13.42;P5[13.00,24.00,0.00]=10.28;[13.03, 13.55, 0.0];[13.05,13.88,0.56];19:35:18.786;13.05;13.88;13.03;13.55;12.10;13.39;-0.93;-0.16;-0.95;-0.49;0.94;1.07
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.81;P3[13.00,0.00,0.00]=13.41;[13.29, 13.35, 0.0];[13.12,13.86,0.50];19:35:18.885;13.12;13.86;13.29;13.35;12.10;13.39;-1.19;0.04;-1.02;-0.47;1.19;1.12
P9[13.00,16.50,0.00]=2.34;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.39;P3[13.00,0.00,0.00]=13.77;[12.76, 13.72, 0.0];[13.04,13.88,0.39];19:35:18.984;13.04;13.88;12.76;13.72;12.10;13.39;-0.66;-0.33;-0.94;-0.49;0.74;1.06
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.38;P3[13.00,0.00,0.00]=13.70;[12.88, 13.68, 0.0];[12.99,13.91,0.49];19:35:19.084;12.99;13.91;12.88;13.68;12.10;13.39;-0.78;-0.29;-0.89;-0.52;0.83;1.03
P9[13.00,16.50,0.00]=2.33;P4[11.00,11.00,0.00]=3.23;P3[13.00,0.00,0.00]=14.05;P5[13.00,24.00,0.00]=10.49;[11.1, 13.87, 0.0];[12.76,13.98,0.51];19:35:19.184;12.76;13.98;11.1;13.87;12.10;13.39;1.0;-0.48;-0.66;-0.59;1.11;0.89
P9[13.00,16.50,0.00]=2.34;P4[11.00,11.00,0.00]=3.25;P3[13.00,0.00,0.00]=14.01;P5[13.00,24.00,0.00]=10.45;[11.3, 13.86, 0.0];[12.62,14.03,0.54];19:35:19.285;12.62;14.03;11.3;13.86;12.10;13.39;0.8;-0.47;-0.52;-0.64;0.93;0.82
P9[13.00,16.50,0.00]=2.33;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=14.03;P5[13.00,24.00,0.00]=10.48;[11.18, 13.86, 0.0];[12.51,14.07,0.56];19:35:19.385;12.51;14.07;11.18;13.86;12.10;13.39;0.92;-0.47;-0.41;-0.68;1.03;0.79
P9[13.00,16.50,0.00]=2.33;P4[11.00,11.00,0.00]=3.29;P3[13.00,0.00,0.00]=13.97;P5[13.00,24.00,0.00]=10.45;[11.45, 13.84, 0.0];[12.47,14.09,0.59];19:35:19.484;12.47;14.09;11.45;13.84;12.10;13.39;0.65;-0.45;-0.37;-0.7;0.79;0.79
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.96;P5[13.00,24.00,0.00]=10.77;[10.75, 13.71, 0.0];[12.44,14.10,0.61];19:35:19.585;12.44;14.10;10.75;13.71;12.10;13.39;1.35;-0.32;-0.34;-0.71;1.39;0.79
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.24;P3[13.00,0.00,0.00]=14.03;P5[13.00,24.00,0.00]=10.45;[11.22, 13.87, 0.0];[12.35,14.12,0.63];19:35:19.685;12.35;14.12;11.22;13.87;12.10;13.39;0.88;-0.48;-0.25;-0.73;1.0;0.77
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.22;P3[13.00,0.00,0.00]=14.04;P5[13.00,24.00,0.00]=10.50;[11.08, 13.86, 0.0];[12.27,14.14,0.63];19:35:19.784;12.27;14.14;11.08;13.86;12.10;13.39;1.02;-0.47;-0.17;-0.75;1.12;0.77
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.16;P3[13.00,0.00,0.00]=14.12;P5[13.00,24.00,0.00]=10.50;[10.9, 13.91, 0.0];[12.15,14.17,0.51];19:35:19.884;12.15;14.17;10.9;13.91;12.10;13.39;1.2;-0.52;-0.05;-0.78;1.31;0.78
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.25;P3[13.00,0.00,0.00]=14.03;P5[13.00,24.00,0.00]=10.43;[11.28, 13.88, 0.0];[12.15,14.17,0.54];19:35:19.985;12.15;14.17;11.28;13.88;12.10;13.39;0.82;-0.49;-0.05;-0.78;0.96;0.78
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.99;P5[13.00,24.00,0.00]=10.57;[11.07, 13.81, 0.0];[12.17,14.17,0.58];19:35:20.085;12.17;14.17;11.07;13.81;12.10;13.39;1.03;-0.42;-0.07;-0.78;1.11;0.78
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.26;P3[13.00,0.00,0.00]=13.98;P5[13.00,24.00,0.00]=10.74;[10.74, 13.74, 0.0];[12.19,14.16,0.63];19:35:20.184;12.19;14.16;10.74;13.74;12.10;13.39;1.36;-0.35;-0.09;-0.77;1.4;0.78
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.23;P3[13.00,0.00,0.00]=13.56;P5[13.00,24.00,0.00]=10.52;[12.99, 13.55, 0.0];[12.40,14.08,0.57];19:35:20.285;12.40;14.08;12.99;13.55;12.10;13.39;-0.89;-0.16;-0.3;-0.69;0.9;0.75
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.29;P3[13.00,0.00,0.00]=13.59;P5[13.00,24.00,0.00]=10.38;[13.0, 13.61, 0.0];[12.56,14.03,0.62];19:35:20.385;12.56;14.03;13.0;13.61;12.10;13.39;-0.9;-0.22;-0.46;-0.64;0.93;0.79
P9[13.00,16.50,0.00]=2.44;P4[11.00,11.00,0.00]=3.20;P3[13.00,0.00,0.00]=13.35;P5[13.00,24.00,0.00]=10.76;[13.16, 13.33, 0.0];[12.73,13.96,0.61];19:35:20.484;12.73;13.96;13.16;13.33;12.10;13.39;-1.06;0.06;-0.63;-0.57;1.06;0.85
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.33;[13.05, 13.44, 0.0];[12.91,13.90,0.28];19:35:21.386;12.91;13.90;13.05;13.44;12.10;13.39;-0.95;-0.05;-0.81;-0.51;0.95;0.96
P4[11.00,11.00,0.00]=3.25;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.33;P5[13.00,24.00,0.00]=10.36;[13.05, 13.47, 0.0];[13.03,13.86,0.10];19:35:21.886;13.03;13.86;13.05;13.47;12.10;13.39;-0.95;-0.08;-0.93;-0.47;0.95;1.04
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.34;P3[13.00,0.00,0.00]=13.55;P5[13.00,24.00,0.00]=10.42;[13.0, 13.58, 0.0];[13.03,13.87,-0.15];19:35:22.285;13.03;13.87;13.0;13.58;12.10;13.39;-0.9;-0.19;-0.93;-0.48;0.92;1.05
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.23;[13.13, 13.36, 0.0];[13.16,13.83,-0.00];19:35:22.386;13.16;13.83;13.13;13.36;12.10;13.39;-1.03;0.03;-1.06;-0.44;1.03;1.15
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.32;[13.1, 13.42, 0.0];[13.21,13.82,0.23];19:35:22.485;13.21;13.82;13.1;13.42;12.10;13.39;-1.0;-0.03;-1.11;-0.43;1.0;1.19
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.34;P3[13.00,0.00,0.00]=13.29;P5[13.00,24.00,0.00]=10.27;[13.06, 13.48, 0.0];[13.29,13.81,0.04];19:35:22.986;13.29;13.81;13.06;13.48;12.10;13.39;-0.96;-0.09;-1.19;-0.42;0.96;1.26
P4[11.00,11.00,0.00]=3.33;P9[13.00,16.50,0.00]=2.38;P3[13.00,0.00,0.00]=13.30;P5[13.00,24.00,0.00]=10.75;[13.3, 13.31, 0.0];[13.35,13.80,-0.16];19:35:23.285;13.35;13.80;13.3;13.31;12.10;13.39;-1.2;0.08;-1.25;-0.41;1.2;1.32
P9[13.00,16.50,0.00]=2.34;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.40;P3[13.00,0.00,0.00]=13.26;[13.09, 13.41, 0.0];[13.40,13.78,-0.02];19:35:23.386;13.40;13.78;13.09;13.41;12.10;13.39;-0.99;-0.02;-1.3;-0.39;0.99;1.36
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.34;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.37;[13.05, 13.43, 0.0];[13.41,13.78,-0.15];19:35:23.786;13.41;13.78;13.05;13.43;12.10;13.39;-0.95;-0.04;-1.31;-0.39;0.95;1.37
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.31;P5[13.00,24.00,0.00]=10.30;[13.07, 13.48, 0.0];[13.42,13.78,-0.31];19:35:24.386;13.42;13.78;13.07;13.48;12.10;13.39;-0.97;-0.09;-1.32;-0.39;0.97;1.38
P4[11.00,11.00,0.00]=3.32;P9[13.00,16.50,0.00]=2.38;P3[13.00,0.00,0.00]=13.30;P5[13.00,24.00,0.00]=10.35;[13.1, 13.45, 0.0];[13.44,13.78,-0.43];19:35:25.486;13.44;13.78;13.1;13.45;12.10;13.39;-1.0;-0.06;-1.34;-0.39;1.0;1.4
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.31;P3[13.00,0.00,0.00]=13.30;[13.03, 13.47, 0.0];[13.40,13.77,-0.07];19:35:25.586;13.40;13.77;13.03;13.47;12.10;13.39;-0.93;-0.08;-1.3;-0.38;0.93;1.35
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.41;P3[13.00,0.00,0.00]=13.29;[13.09, 13.43, 0.0];[13.41,13.77,0.14];19:35:25.685;13.41;13.77;13.09;13.43;12.10;13.39;-0.99;-0.04;-1.31;-0.38;0.99;1.36
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.23;[13.04, 13.54, 0.0];[13.41,13.77,0.04];19:35:25.886;13.41;13.77;13.04;13.54;12.10;13.39;-0.94;-0.15;-1.31;-0.38;0.95;1.36
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.37;P3[13.00,0.00,0.00]=13.38;[13.05, 13.49, 0.0];[13.39,13.77,0.16];19:35:25.986;13.39;13.77;13.05;13.49;12.10;13.39;-0.95;-0.1;-1.29;-0.38;0.96;1.34
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.45;P3[13.00,0.00,0.00]=13.26;[13.09, 13.39, 0.0];[13.40,13.76,0.32];19:35:26.085;13.40;13.76;13.09;13.39;12.10;13.39;-0.99;0.0;-1.3;-0.37;0.99;1.35
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.35;P3[13.00,0.00,0.00]=13.36;[13.04, 13.49, 0.0];[13.40,13.76,0.34];19:35:26.185;13.40;13.76;13.04;13.49;12.10;13.39;-0.94;-0.1;-1.3;-0.37;0.95;1.35
P4[11.00,11.00,0.00]=3.31;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.40;P5[13.00,24.00,0.00]=10.43;[13.1, 13.48, 0.0];[13.39,13.76,0.09];19:35:26.386;13.39;13.76;13.1;13.48;12.10;13.39;-1.0;-0.09;-1.29;-0.37;1.0;1.34
P4[11.00,11.00,0.00]=3.31;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.40;[13.1, 13.48, 0.0];[13.38,13.76,-0.11];19:35:26.585;13.38;13.76;13.1;13.48;12.10;13.39;-1.0;-0.09;-1.28;-0.37;1.0;1.33
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.31;P5[13.00,24.00,0.00]=10.36;P3[13.00,0.00,0.00]=13.43;[13.07, 13.53, 0.0];[13.37,13.77,0.09];19:35:26.686;13.37;13.77;13.07;13.53;12.10;13.39;-0.97;-0.14;-1.27;-0.38;0.98;1.33
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.31;P5[13.00,24.00,0.00]=10.33;P3[13.00,0.00,0.00]=13.44;[13.06, 13.54, 0.0];[13.35,13.78,0.26];19:35:26.786;13.35;13.78;13.06;13.54;12.10;13.39;-0.96;-0.15;-1.25;-0.39;0.97;1.31
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.29;P5[13.00,24.00,0.00]=10.77;P3[13.00,0.00,0.00]=13.42;[13.28, 13.37, 0.0];[13.35,13.79,0.33];19:35:26.885;13.35;13.79;13.28;13.37;12.10;13.39;-1.18;0.02;-1.25;-0.4;1.18;1.31
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.31;P5[13.00,24.00,0.00]=10.40;P3[13.00,0.00,0.00]=13.39;[13.1, 13.49, 0.0];[13.36,13.79,0.39];19:35:26.985;13.36;13.79;13.1;13.49;12.10;13.39;-1.0;-0.1;-1.26;-0.4;1.0;1.32
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.30;P5[13.00,24.00,0.00]=10.31;P3[13.00,0.00,0.00]=13.26;[13.09, 13.45, 0.0];[13.41,13.77,0.43];19:35:27.085;13.41;13.77;13.09;13.45;12.10;13.39;-0.99;-0.06;-1.31;-0.38;0.99;1.36
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.34;P3[13.00,0.00,0.00]=13.31;[13.07, 13.46, 0.0];[13.42,13.78,0.53];19:35:27.185;13.42;13.78;13.07;13.46;12.10;13.39;-0.97;-0.07;-1.32;-0.39;0.97;1.38
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.31;P5[13.00,24.00,0.00]=10.34;P3[13.00,0.00,0.00]=13.31;[13.09, 13.46, 0.0];[13.43,13.78,0.59];19:35:27.285;13.43;13.78;13.09;13.46;12.10;13.39;-0.99;-0.07;-1.33;-0.39;0.99;1.39
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.35;P3[13.00,0.00,0.00]=13.42;P5[13.00,24.00,0.00]=10.36;[13.06, 13.52, 0.0];[13.41,13.79,0.34];19:35:27.585;13.41;13.79;13.06;13.52;12.10;13.39;-0.96;-0.13;-1.31;-0.4;0.97;1.37
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.31;P5[13.00,24.00,0.00]=10.39;P3[13.00,0.00,0.00]=13.43;[13.08, 13.51, 0.0];[13.39,13.79,0.44];19:35:27.685;13.39;13.79;13.08;13.51;12.10;13.39;-0.98;-0.12;-1.29;-0.4;0.99;1.35
P4[11.00,11.00,0.00]=3.33;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.32;P5[13.00,24.00,0.00]=10.39;[13.12, 13.45, 0.0];[13.41,13.79,0.09];19:35:27.885;13.41;13.79;13.12;13.45;12.10;13.39;-1.02;-0.06;-1.31;-0.4;1.02;1.37
P4[11.00,11.00,0.00]=3.35;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.25;P5[13.00,24.00,0.00]=10.69;[13.28, 13.3, 0.0];[13.46,13.77,-0.11];19:35:28.485;13.46;13.77;13.28;13.3;12.10;13.39;-1.18;0.09;-1.36;-0.38;1.18;1.41
P4[11.00,11.00,0.00]=3.34;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.23;P5[13.00,24.00,0.00]=10.76;[13.31, 13.26, 0.0];[13.51,13.75,-0.25];19:35:29.085;13.51;13.75;13.31;13.26;12.10;13.39;-1.21;0.13;-1.41;-0.36;1.22;1.46
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.71;P3[13.00,0.00,0.00]=13.28;[13.26, 13.31, 0.0];[13.51,13.75,0.03];19:35:29.185;13.51;13.75;13.26;13.31;12.10;13.39;-1.16;0.08;-1.41;-0.36;1.16;1.46
P4[11.00,11.00,0.00]=3.34;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.86;[13.39, 13.24, 0.0];[13.53,13.75,-0.15];19:35:29.385;13.53;13.75;13.39;13.24;12.10;13.39;-1.29;0.15;-1.43;-0.36;1.3;1.47
P4[11.00,11.00,0.00]=3.34;P9[13.00,16.50,0.00]=2.40;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.72;[13.28, 13.3, 0.0];[13.56,13.74,-0.25];19:35:29.785;13.56;13.74;13.28;13.3;12.10;13.39;-1.18;0.09;-1.46;-0.35;1.18;1.5
P4[11.00,11.00,0.00]=3.32;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.83;[13.34, 13.25, 0.0];[13.57,13.74,-0.33];19:35:29.984;13.57;13.74;13.34;13.25;12.10;13.39;-1.24;0.14;-1.47;-0.35;1.25;1.51
P4[11.00,11.00,0.00]=3.33;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.29;P5[13.00,24.00,0.00]=10.77;[13.32, 13.29, 0.0];[13.56,13.74,-0.47];19:35:30.185;13.56;13.74;13.32;13.29;12.10;13.39;-1.22;0.1;-1.46;-0.35;1.22;1.5
P9[13.00,16.50,0.00]=2.44;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.65;P3[13.00,0.00,0.00]=13.29;[13.18, 13.34, 0.0];[13.51,13.74,-0.11];19:35:30.285;13.51;13.74;13.18;13.34;12.10;13.39;-1.08;0.05;-1.41;-0.35;1.08;1.45
P4[11.00,11.00,0.00]=3.33;P9[13.00,16.50,0.00]=2.43;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.75;[13.3, 13.29, 0.0];[13.52,13.74,-0.28];19:35:31.084;13.52;13.74;13.3;13.29;12.10;13.39;-1.2;0.1;-1.42;-0.35;1.2;1.46
P4[11.00,11.00,0.00]=3.31;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.70;[13.24, 13.3, 0.0];[13.54,13.74,-0.36];19:35:31.485;13.54;13.74;13.24;13.3;12.10;13.39;-1.14;0.09;-1.44;-0.35;1.14;1.48
P4[11.00,11.00,0.00]=3.28;P9[13.00,16.50,0.00]=2.35;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.63;[13.18, 13.34, 0.0];[13.54,13.74,-0.40];19:35:32.285;13.54;13.74;13.18;13.34;12.10;13.39;-1.08;0.05;-1.44;-0.35;1.08;1.48
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.58;[13.12, 13.35, 0.0];[13.51,13.74,-0.50];19:35:33.285;13.51;13.74;13.12;13.35;12.10;13.39;-1.02;0.04;-1.41;-0.35;1.02;1.45
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.27;[13.08, 13.37, 0.0];[13.46,13.74,-0.15];19:35:33.385;13.46;13.74;13.08;13.37;12.10;13.39;-0.98;0.02;-1.36;-0.35;0.98;1.4
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.18;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.21;[13.07, 13.34, 0.0];[13.44,13.73,0.09];19:35:33.485;13.44;13.73;13.07;13.34;12.10;13.39;-0.97;0.05;-1.34;-0.34;0.97;1.38
P4[11.00,11.00,0.00]=3.25;P9[13.00,16.50,0.00]=2.44;P3[13.00,0.00,0.00]=13.28;P5[13.00,24.00,0.00]=10.51;[13.11, 13.38, 0.0];[13.43,13.73,-0.17];19:35:33.986;13.43;13.73;13.11;13.38;12.10;13.39;-1.01;0.01;-1.33;-0.34;1.01;1.37
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.61;P3[13.00,0.00,0.00]=13.20;[13.15, 13.3, 0.0];[13.46,13.72,-0.02];19:35:34.085;13.46;13.72;13.15;13.3;12.10;13.39;-1.05;0.09;-1.36;-0.33;1.05;1.4
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.44;P3[13.00,0.00,0.00]=13.30;P5[13.00,24.00,0.00]=10.51;[13.1, 13.39, 0.0];[13.43,13.73,-0.27];19:35:34.586;13.43;13.73;13.1;13.39;12.10;13.39;-1.0;0.0;-1.33;-0.34;1.0;1.37
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.20;P5[13.00,24.00,0.00]=10.70;P3[13.00,0.00,0.00]=13.26;[13.14, 13.3, 0.0];[13.40,13.73,0.03];19:35:34.684;13.40;13.73;13.14;13.3;12.10;13.39;-1.04;0.09;-1.3;-0.34;1.04;1.34
P4[11.00,11.00,0.00]=3.25;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.19;P5[13.00,24.00,0.00]=10.56;[13.13, 13.31, 0.0];[13.45,13.71,-0.07];19:35:34.986;13.45;13.71;13.13;13.31;12.10;13.39;-1.03;0.08;-1.35;-0.32;1.03;1.39
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.22;P5[13.00,24.00,0.00]=10.56;[13.11, 13.33, 0.0];[13.46,13.71,-0.19];19:35:35.485;13.46;13.71;13.11;13.33;12.10;13.39;-1.01;0.06;-1.36;-0.32;1.01;1.4
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.59;P3[13.00,0.00,0.00]=13.21;[13.14, 13.31, 0.0];[13.48,13.70,0.03];19:35:35.585;13.48;13.70;13.14;13.31;12.10;13.39;-1.04;0.08;-1.38;-0.31;1.04;1.41
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.24;P5[13.00,24.00,0.00]=10.67;[13.15, 13.3, 0.0];[13.46,13.71,-0.17];19:35:35.985;13.46;13.71;13.15;13.3;12.10;13.39;-1.05;0.09;-1.36;-0.32;1.05;1.4
P4[11.00,11.00,0.00]=3.28;P9[13.00,16.50,0.00]=2.40;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.64;[13.18, 13.33, 0.0];[13.48,13.71,-0.29];19:35:36.285;13.48;13.71;13.18;13.33;12.10;13.39;-1.08;0.06;-1.38;-0.32;1.08;1.42
P4[11.00,11.00,0.00]=3.34;P9[13.00,16.50,0.00]=2.46;P3[13.00,0.00,0.00]=13.21;P5[13.00,24.00,0.00]=10.67;[13.26, 13.28, 0.0];[13.54,13.70,-0.36];19:35:36.485;13.54;13.70;13.26;13.28;12.10;13.39;-1.16;0.11;-1.44;-0.31;1.17;1.47
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.48;P3[13.00,0.00,0.00]=13.32;P5[13.00,24.00,0.00]=10.64;[13.2, 13.36, 0.0];[13.52,13.70,-0.39];19:35:36.685;13.52;13.70;13.2;13.36;12.10;13.39;-1.1;0.03;-1.42;-0.31;1.1;1.45
P4[11.00,11.00,0.00]=3.25;P9[13.00,16.50,0.00]=2.46;P3[13.00,0.00,0.00]=13.24;P5[13.00,24.00,0.00]=10.76;[13.23, 13.27, 0.0];[13.50,13.70,-0.51];19:35:37.385;13.50;13.70;13.23;13.27;12.10;13.39;-1.13;0.12;-1.4;-0.31;1.14;1.43
P9[13.00,16.50,0.00]=2.49;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.78;P3[13.00,0.00,0.00]=13.30;[13.26, 13.29, 0.0];[13.49,13.70,-0.26];19:35:37.484;13.49;13.70;13.26;13.29;12.10;13.39;-1.16;0.1;-1.39;-0.31;1.16;1.42
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.86;[13.27, 13.24, 0.0];[13.46,13.71,-0.42];19:35:37.685;13.46;13.71;13.27;13.24;12.10;13.39;-1.17;0.15;-1.36;-0.32;1.18;1.4
