Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.11;[2.64, 1.45, 0.0];[2.38,1.34,0.54];19:07:59.592;2.38;1.34;2.64;1.45;2.32;1.40;-0.32;-0.05;-0.06;0.06
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.16;[2.6, 1.43, 0.0];[2.39,1.33,0.52];19:07:59.690;2.39;1.33;2.6;1.43;2.32;1.40;-0.28;-0.03;-0.07;0.07
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.05;[2.6, 1.53, 0.0];[2.38,1.35,0.60];19:07:59.791;2.38;1.35;2.6;1.53;2.32;1.40;-0.28;-0.13;-0.06;0.05
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.00;[2.67, 1.54, 0.0];[2.39,1.36,0.61];19:07:59.891;2.39;1.36;2.67;1.54;2.32;1.40;-0.35;-0.14;-0.07;0.04
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.10;[2.63, 1.47, 0.0];[2.39,1.35,0.70];19:07:59.992;2.39;1.35;2.63;1.47;2.32;1.40;-0.31;-0.07;-0.07;0.05
P1[0.00,0.00,0.00]=2.62;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.15;[2.64, 1.42, 0.0];[2.41,1.34,0.61];19:08:00.091;2.41;1.34;2.64;1.42;2.32;1.40;-0.32;-0.02;-0.09;0.06
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.14;[2.69, 1.4, 0.0];[2.41,1.32,0.65];19:08:00.191;2.41;1.32;2.69;1.4;2.32;1.40;-0.37;0.0;-0.09;0.08
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.09;[2.66, 1.46, 0.0];[2.42,1.32,0.72];19:08:00.291;2.42;1.32;2.66;1.46;2.32;1.40;-0.34;-0.06;-0.1;0.08
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.17;[2.63, 1.4, 0.0];[2.41,1.30,0.77];19:08:00.392;2.41;1.30;2.63;1.4;2.32;1.40;-0.31;0.0;-0.09;0.1
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.11;[2.65, 1.45, 0.0];[2.41,1.30,0.78];19:08:00.491;2.41;1.30;2.65;1.45;2.32;1.40;-0.33;-0.05;-0.09;0.1
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.10;[2.63, 1.47, 0.0];[2.40,1.31,0.79];19:08:00.592;2.40;1.31;2.63;1.47;2.32;1.40;-0.31;-0.07;-0.08;0.09
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.11;[2.6, 1.48, 0.0];[2.39,1.32,0.63];19:08:00.692;2.39;1.32;2.6;1.48;2.32;1.40;-0.28;-0.08;-0.07;0.08
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.02;[2.67, 1.51, -0.0];[2.41,1.33,0.62];19:08:00.792;2.41;1.33;2.67;1.51;2.32;1.40;-0.35;-0.11;-0.09;0.07
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.11;[2.63, 1.46, 0.0];[2.40,1.33,0.69];19:08:00.891;2.40;1.33;2.63;1.46;2.32;1.40;-0.31;-0.06;-0.08;0.07
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.22;[2.61, 1.35, 0.0];[2.40,1.31,0.61];19:08:00.992;2.40;1.31;2.61;1.35;2.32;1.40;-0.29;0.05;-0.08;0.09
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.06;[2.61, 1.51, 0.0];[2.39,1.33,0.65];19:08:01.092;2.39;1.33;2.61;1.51;2.32;1.40;-0.29;-0.11;-0.07;0.07
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=8.99;[2.62, 1.58, 0.0];[2.38,1.35,0.63];19:08:01.193;2.38;1.35;2.62;1.58;2.32;1.40;-0.3;-0.18;-0.06;0.05
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.21;[2.66, 1.34, 0.0];[2.39,1.31,0.68];19:08:01.292;2.39;1.31;2.66;1.34;2.32;1.40;-0.34;0.06;-0.07;0.09
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.45;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.13;[2.63, 1.45, 0.0];[2.39,1.30,0.72];19:08:01.392;2.39;1.30;2.63;1.45;2.32;1.40;-0.31;-0.05;-0.07;0.1
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.08;[2.6, 1.51, 0.0];[2.38,1.32,0.75];19:08:01.493;2.38;1.32;2.6;1.51;2.32;1.40;-0.28;-0.11;-0.06;0.08
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.05;[2.65, 1.5, 0.0];[2.38,1.32,0.69];19:08:01.592;2.38;1.32;2.65;1.5;2.32;1.40;-0.33;-0.1;-0.06;0.08
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.01;[2.65, 1.55, 0.0];[2.38,1.34,0.61];19:08:01.692;2.38;1.34;2.65;1.55;2.32;1.40;-0.33;-0.15;-0.06;0.06
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.16;[2.61, 1.41, 0.0];[2.38,1.32,0.65];19:08:01.792;2.38;1.32;2.61;1.41;2.32;1.40;-0.29;-0.01;-0.06;0.08
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.12;[2.65, 1.43, 0.0];[2.38,1.31,0.61];19:08:01.893;2.38;1.31;2.65;1.43;2.32;1.40;-0.33;-0.03;-0.06;0.09
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.08;[2.62, 1.49, 0.0];[2.37,1.32,0.61];19:08:01.992;2.37;1.32;2.62;1.49;2.32;1.40;-0.3;-0.09;-0.05;0.08
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.06;[2.67, 1.48, 0.0];[2.36,1.31,0.67];19:08:02.093;2.36;1.31;2.67;1.48;2.32;1.40;-0.35;-0.08;-0.04;0.09
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.11;[2.6, 1.47, 0.0];[2.35,1.31,0.68];19:08:02.193;2.35;1.31;2.6;1.47;2.32;1.40;-0.28;-0.07;-0.03;0.09
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.13;[2.62, 1.44, 0.0];[2.35,1.30,0.65];19:08:02.293;2.35;1.30;2.62;1.44;2.32;1.40;-0.3;-0.04;-0.03;0.1
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.07;[2.6, 1.5, 0.0];[2.35,1.31,0.58];19:08:02.392;2.35;1.31;2.6;1.5;2.32;1.40;-0.28;-0.1;-0.03;0.09
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.05;[2.6, 1.52, 0.0];[2.34,1.33,0.58];19:08:02.493;2.34;1.33;2.6;1.52;2.32;1.40;-0.28;-0.12;-0.02;0.07
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.05;[2.56, 1.55, 0.0];[2.33,1.35,0.58];19:08:02.593;2.33;1.35;2.56;1.55;2.32;1.40;-0.24;-0.15;-0.01;0.05
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.12;[2.62, 1.44, 0.0];[2.33,1.33,0.59];19:08:02.693;2.33;1.33;2.62;1.44;2.32;1.40;-0.3;-0.04;-0.01;0.07
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.11;[2.62, 1.46, 0.0];[2.34,1.33,0.68];19:08:02.792;2.34;1.33;2.62;1.46;2.32;1.40;-0.3;-0.06;-0.02;0.07
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.13;[2.65, 1.43, -0.0];[2.36,1.32,0.74];19:08:02.892;2.36;1.32;2.65;1.43;2.32;1.40;-0.33;-0.03;-0.04;0.08
P1[0.00,0.00,0.00]=2.78;P2[8.00,2.40,0.00]=5.46;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=9.00;[2.72, 1.54, 0.0];[2.41,1.35,0.69];19:08:02.992;2.41;1.35;2.72;1.54;2.32;1.40;-0.4;-0.14;-0.09;0.05
P1[0.00,0.00,0.00]=2.76;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.19;[2.6, 1.4, 0.0];[2.44,1.35,0.54];19:08:03.092;2.44;1.35;2.6;1.4;2.32;1.40;-0.28;0.0;-0.12;0.05
P1[0.00,0.00,0.00]=2.68;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.15;[2.58, 1.45, 0.0];[2.43,1.35,0.60];19:08:03.192;2.43;1.35;2.58;1.45;2.32;1.40;-0.26;-0.05;-0.11;0.05
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.05;[2.59, 1.54, 0.0];[2.41,1.36,0.66];19:08:03.293;2.41;1.36;2.59;1.54;2.32;1.40;-0.27;-0.14;-0.09;0.04
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.04;[2.64, 1.53, 0.0];[2.41,1.37,0.72];19:08:03.393;2.41;1.37;2.64;1.53;2.32;1.40;-0.32;-0.13;-0.09;0.03
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.10;[2.63, 1.46, 0.0];[2.41,1.36,0.77];19:08:03.493;2.41;1.36;2.63;1.46;2.32;1.40;-0.31;-0.06;-0.09;0.04
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.09;[2.56, 1.51, 0.0];[2.38,1.36,0.79];19:08:03.593;2.38;1.36;2.56;1.51;2.32;1.40;-0.24;-0.11;-0.06;0.04
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.10;[2.65, 1.45, 0.0];[2.39,1.34,0.72];19:08:03.693;2.39;1.34;2.65;1.45;2.32;1.40;-0.33;-0.05;-0.07;0.06
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.13;[2.63, 1.43, 0.0];[2.38,1.32,0.69];19:08:03.794;2.38;1.32;2.63;1.43;2.32;1.40;-0.31;-0.03;-0.06;0.08
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.01;[2.67, 1.53, -0.0];[2.39,1.34,0.65];19:08:03.894;2.39;1.34;2.67;1.53;2.32;1.40;-0.35;-0.13;-0.07;0.06
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.08;[2.6, 1.51, 0.0];[2.38,1.34,0.69];19:08:03.993;2.38;1.34;2.6;1.51;2.32;1.40;-0.28;-0.11;-0.06;0.06
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.12;[2.66, 1.43, -0.0];[2.38,1.33,0.71];19:08:04.094;2.38;1.33;2.66;1.43;2.32;1.40;-0.34;-0.03;-0.06;0.07
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.15;[2.66, 1.4, 0.0];[2.39,1.31,0.74];19:08:04.194;2.39;1.31;2.66;1.4;2.32;1.40;-0.34;0.0;-0.07;0.09
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.06;[2.63, 1.52, -0.0];[2.41,1.34,0.73];19:08:04.292;2.41;1.34;2.63;1.52;2.32;1.40;-0.31;-0.12;-0.09;0.06
P1[0.00,0.00,0.00]=3.09;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=8.98;[2.69, 1.59, 0.0];[2.47,1.39,0.76];19:08:04.392;2.47;1.39;2.69;1.59;2.32;1.40;-0.37;-0.19;-0.15;0.01
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.15;[2.63, 1.41, -0.0];[2.44,1.36,0.74];19:08:04.494;2.44;1.36;2.63;1.41;2.32;1.40;-0.31;-0.01;-0.12;0.04
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.12;[2.68, 1.42, -0.0];[2.43,1.34,0.71];19:08:04.594;2.43;1.34;2.68;1.42;2.32;1.40;-0.36;-0.02;-0.11;0.06
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.05;[2.66, 1.5, 0.0];[2.42,1.34,0.64];19:08:04.693;2.42;1.34;2.66;1.5;2.32;1.40;-0.34;-0.1;-0.1;0.06
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.01;[2.68, 1.53, 0.0];[2.41,1.34,0.71];19:08:04.794;2.41;1.34;2.68;1.53;2.32;1.40;-0.36;-0.13;-0.09;0.06
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.07;[2.66, 1.48, -0.0];[2.41,1.34,0.71];19:08:04.894;2.41;1.34;2.66;1.48;2.32;1.40;-0.34;-0.08;-0.09;0.06
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.11;[2.68, 1.44, 0.0];[2.42,1.32,0.74];19:08:04.994;2.42;1.32;2.68;1.44;2.32;1.40;-0.36;-0.04;-0.1;0.08
P1[0.00,0.00,0.00]=2.83;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.01;[2.67, 1.56, 0.0];[2.45,1.36,0.76];19:08:05.093;2.45;1.36;2.67;1.56;2.32;1.40;-0.35;-0.16;-0.13;0.04
P1[0.00,0.00,0.00]=2.75;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.14;[2.66, 1.42, 0.0];[2.46,1.35,0.77];19:08:05.193;2.46;1.35;2.66;1.42;2.32;1.40;-0.34;-0.02;-0.14;0.05
P1[0.00,0.00,0.00]=2.70;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.00;[2.6, 1.59, 0.0];[2.46,1.39,0.70];19:08:05.294;2.46;1.39;2.6;1.59;2.32;1.40;-0.28;-0.19;-0.14;0.01
P1[0.00,0.00,0.00]=2.80;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.09;null;[2.64, 1.5, 0.0];[2.46,1.39,0.75];19:08:05.391;2.46;1.39;2.64;1.5;2.32;1.40;-0.32;-0.1;-0.14;0.01
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.17;[2.58, 1.42, 0.0];[2.45,1.37,0.66];19:08:05.493;2.45;1.37;2.58;1.42;2.32;1.40;-0.26;-0.02;-0.13;0.03
P1[0.00,0.00,0.00]=2.64;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.02;[2.62, 1.55, 0.0];[2.44,1.38,0.73];19:08:05.594;2.44;1.38;2.62;1.55;2.32;1.40;-0.3;-0.15;-0.12;0.02
P1[0.00,0.00,0.00]=2.71;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.03;[2.65, 1.53, 0.0];[2.45,1.40,0.66];19:08:05.694;2.45;1.40;2.65;1.53;2.32;1.40;-0.33;-0.13;-0.13;0.0
P1[0.00,0.00,0.00]=2.64;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.13;[2.6, 1.46, 0.0];[2.44,1.39,0.64];19:08:05.794;2.44;1.39;2.6;1.46;2.32;1.40;-0.28;-0.06;-0.12;0.01
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.16;[2.66, 1.4, 0.0];[2.44,1.35,0.71];19:08:05.894;2.44;1.35;2.66;1.4;2.32;1.40;-0.34;0.0;-0.12;0.05
P1[0.00,0.00,0.00]=2.81;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.08;[2.62, 1.51, 0.0];[2.45,1.37,0.77];19:08:05.994;2.45;1.37;2.62;1.51;2.32;1.40;-0.3;-0.11;-0.13;0.03
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=8.98;[2.69, 1.56, 0.0];[2.47,1.39,0.64];19:08:06.094;2.47;1.39;2.69;1.56;2.32;1.40;-0.37;-0.16;-0.15;0.01
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.05;[2.69, 1.49, -0.0];[2.47,1.38,0.70];19:08:06.194;2.47;1.38;2.69;1.49;2.32;1.40;-0.37;-0.09;-0.15;0.02
P1[0.00,0.00,0.00]=2.89;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.14;[2.59, 1.47, -0.0];[2.48,1.39,0.71];19:08:06.293;2.48;1.39;2.59;1.47;2.32;1.40;-0.27;-0.07;-0.16;0.01
P1[0.00,0.00,0.00]=2.73;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.14;[2.68, 1.42, 0.0];[2.49,1.38,0.70];19:08:06.394;2.49;1.38;2.68;1.42;2.32;1.40;-0.36;-0.02;-0.17;0.02
P1[0.00,0.00,0.00]=2.88;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=8.99;[2.68, 1.57, 0.0];[2.51,1.40,0.74];19:08:06.494;2.51;1.40;2.68;1.57;2.32;1.40;-0.36;-0.17;-0.19;0.0
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=9.00;[2.71, 1.54, 0.0];[2.52,1.41,0.63];19:08:06.594;2.52;1.41;2.71;1.54;2.32;1.40;-0.39;-0.14;-0.2;-0.01
P1[0.00,0.00,0.00]=2.92;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.10;[2.64, 1.49, 0.0];[2.53,1.42,0.63];19:08:06.694;2.53;1.42;2.64;1.49;2.32;1.40;-0.32;-0.09;-0.21;-0.02
P1[0.00,0.00,0.00]=2.93;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.14;[2.64, 1.45, 0.0];[2.54,1.42,0.66];19:08:06.794;2.54;1.42;2.64;1.45;2.32;1.40;-0.32;-0.05;-0.22;-0.02
P1[0.00,0.00,0.00]=2.88;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.03;[2.65, 1.54, 0.0];[2.53,1.43,0.74];19:08:06.894;2.53;1.43;2.65;1.54;2.32;1.40;-0.33;-0.14;-0.21;-0.03
P1[0.00,0.00,0.00]=2.91;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=8.98;[2.69, 1.58, 0.0];[2.54,1.45,0.79];19:08:06.993;2.54;1.45;2.69;1.58;2.32;1.40;-0.37;-0.18;-0.22;-0.05
P1[0.00,0.00,0.00]=2.84;P2[8.00,2.40,0.00]=5.47;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.07;[2.68, 1.5, 0.0];[2.54,1.44,0.82];19:08:07.094;2.54;1.44;2.68;1.5;2.32;1.40;-0.36;-0.1;-0.22;-0.04
P1[0.00,0.00,0.00]=2.83;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.05;[2.69, 1.51, 0.0];[2.54,1.43,0.82];19:08:07.194;2.54;1.43;2.69;1.51;2.32;1.40;-0.37;-0.11;-0.22;-0.03
P1[0.00,0.00,0.00]=2.79;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.10;[2.64, 1.48, 0.0];[2.53,1.42,0.83];19:08:07.295;2.53;1.42;2.64;1.48;2.32;1.40;-0.32;-0.08;-0.21;-0.02
P1[0.00,0.00,0.00]=2.81;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.03;[2.66, 1.54, 0.0];[2.52,1.43,0.83];19:08:07.394;2.52;1.43;2.66;1.54;2.32;1.40;-0.34;-0.14;-0.2;-0.03
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.14;[2.62, 1.44, 0.0];[2.51,1.41,0.83];19:08:07.494;2.51;1.41;2.62;1.44;2.32;1.40;-0.3;-0.04;-0.19;-0.01
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.45;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.07;[2.66, 1.5, 0.0];[2.50,1.41,0.79];19:08:07.595;2.50;1.41;2.66;1.5;2.32;1.40;-0.34;-0.1;-0.18;-0.01
P1[0.00,0.00,0.00]=2.66;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.15;[2.64, 1.41, 0.0];[2.50,1.38,0.72];19:08:07.694;2.50;1.38;2.64;1.41;2.32;1.40;-0.32;-0.01;-0.18;0.02
P1[0.00,0.00,0.00]=2.62;P2[8.00,2.40,0.00]=5.46;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.00;[2.66, 1.56, 0.0];[2.47,1.39,0.75];19:08:07.795;2.47;1.39;2.66;1.56;2.32;1.40;-0.34;-0.16;-0.15;0.01
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.45;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=9.04;[2.71, 1.49, 0.0];[2.47,1.38,0.69];19:08:07.895;2.47;1.38;2.71;1.49;2.32;1.40;-0.39;-0.09;-0.15;0.02
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.05;[2.65, 1.5, -0.0];[2.45,1.37,0.70];19:08:07.996;2.45;1.37;2.65;1.5;2.32;1.40;-0.33;-0.1;-0.13;0.03
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.13;[2.63, 1.44, 0.0];[2.44,1.37,0.56];19:08:08.095;2.44;1.37;2.63;1.44;2.32;1.40;-0.31;-0.04;-0.12;0.03
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.15;[2.62, 1.43, -0.0];[2.44,1.35,0.51];19:08:08.195;2.44;1.35;2.62;1.43;2.32;1.40;-0.3;-0.03;-0.12;0.05
