Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.18;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.91;[2.09,20.37,-0.86];19:22:59.232
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.01;[2.11,20.37,-0.89];19:22:59.331
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.99;[2.15,20.37,-0.91];19:22:59.432
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=10.86;[2.14,20.36,-0.93];19:22:59.531
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.89;[2.22,20.37,-0.43];19:22:59.632
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.95;[2.26,20.37,-0.59];19:22:59.732
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.05;[2.28,20.36,-0.56];19:22:59.832
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.04;[2.29,20.37,-0.68];19:22:59.932
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.89;[2.28,20.36,-0.32];19:23:00.031
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.95;[2.29,20.36,-0.34];19:23:00.131
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=10.93;[2.25,20.34,-0.35];19:23:00.232
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.97;[2.26,20.36,-0.04];19:23:00.332
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.06;[2.26,20.36,-0.23];19:23:00.433
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.97;[2.24,20.39,0.03];19:23:00.532
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.99;[2.24,20.37,-0.16];19:23:00.633
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=5.19;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.90;[2.16,20.36,-0.35];19:23:00.732
P7[2.90,24.00,0.00]=3.76;P6[6.70,18.03,0.00]=4.88;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.11;[2.22,20.35,-0.53];19:23:00.833
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.85;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.03;[2.26,20.34,-0.60];19:23:00.933
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.92;[2.25,20.34,-0.24];19:23:01.032
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.95;[2.28,20.34,-0.44];19:23:01.133
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=10.95;[2.28,20.35,-0.58];19:23:01.231
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.08;[2.26,20.35,-0.68];19:23:01.334
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.01;[2.25,20.35,-0.75];19:23:01.433
P7[2.90,24.00,0.00]=3.74;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.95;[2.28,20.35,-0.82];19:23:01.532
P7[2.90,24.00,0.00]=3.74;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.95;[2.27,20.35,-0.37];19:23:01.632
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.91;[2.27,20.36,-0.07];19:23:01.732
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.09;[2.27,20.36,-0.29];19:23:01.833
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.11;[2.27,20.35,-0.49];19:23:01.933
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.17;[2.24,20.35,-0.52];19:23:02.034
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.05;[2.24,20.36,-0.62];19:23:02.133
P7[2.90,24.00,0.00]=3.71;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.09;null;[2.17,20.38,-0.22];19:23:02.229
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.04;[2.18,20.37,-0.35];19:23:02.333
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.00;[2.21,20.38,-0.35];19:23:02.432
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.91;[2.23,20.38,-0.09];19:23:02.532
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.97;[2.22,20.38,0.13];19:23:02.631
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=10.94;[2.24,20.39,0.31];19:23:02.731
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=5.23;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.05;[2.15,20.42,0.31];19:23:02.832
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.10;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.05;[2.16,20.42,0.02];19:23:02.933
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.96;[2.17,20.41,-0.24];19:23:03.032
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.52;P8[5.90,10.00,0.00]=11.06;[2.20,20.40,-0.31];19:23:03.132
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.92;[2.20,20.39,-0.07];19:23:03.232
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.12;[2.21,20.39,-0.27];19:23:03.333
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.01;[2.23,20.39,-0.46];19:23:03.432
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=10.99;[2.27,20.40,-0.60];19:23:03.532
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.90;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.10;[2.28,20.38,-0.60];19:23:03.634
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.00;[2.30,20.39,-0.68];19:23:03.732
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.07;[2.30,20.39,-0.76];19:23:03.833
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.05;[2.28,20.37,-0.75];19:23:03.934
P7[2.90,24.00,0.00]=3.67;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.88;[2.31,20.37,-0.34];19:23:04.031
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.12;[2.29,20.36,-0.46];19:23:04.133
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.03;[2.28,20.36,-0.52];19:23:04.233
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.06;[2.30,20.36,-0.61];19:23:04.334
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=4.80;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.03;[2.34,20.36,-0.67];19:23:04.433
P7[2.90,24.00,0.00]=3.70;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=10.99;null;[2.32,20.37,-0.23];19:23:04.528
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=4.89;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.03;[2.33,20.38,-0.38];19:23:04.633
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.90;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=11.06;[2.34,20.38,-0.47];19:23:04.733
P7[2.90,24.00,0.00]=3.57;P6[6.70,18.03,0.00]=5.50;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.08;[2.23,20.41,-0.09];19:23:04.832
P7[2.90,24.00,0.00]=3.60;P6[6.70,18.03,0.00]=5.45;P1[0.00,0.00,0.00]=20.48;P8[5.90,10.00,0.00]=11.09;[2.07,20.42,-0.11];19:23:04.932
P7[2.90,24.00,0.00]=3.59;P6[6.70,18.03,0.00]=5.46;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=11.03;[1.93,20.42,-0.23];19:23:05.032
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.45;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.00;[1.82,20.41,-0.34];19:23:05.132
P7[2.90,24.00,0.00]=3.61;P6[6.70,18.03,0.00]=5.40;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.09;[1.86,20.42,-0.10];19:23:05.231
P7[2.90,24.00,0.00]=3.64;P6[6.70,18.03,0.00]=5.39;P1[0.00,0.00,0.00]=20.49;P8[5.90,10.00,0.00]=11.14;[1.88,20.44,0.13];19:23:05.332
P7[2.90,24.00,0.00]=3.54;P6[6.70,18.03,0.00]=5.49;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.14;[1.89,20.47,0.37];19:23:05.432
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.42;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=11.00;[1.81,20.45,0.03];19:23:05.532
P7[2.90,24.00,0.00]=3.60;P6[6.70,18.03,0.00]=5.40;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.04;[1.78,20.45,-0.25];19:23:05.632
P7[2.90,24.00,0.00]=3.61;P6[6.70,18.03,0.00]=5.42;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=11.12;[1.81,20.46,-0.04];19:23:05.732
P7[2.90,24.00,0.00]=3.63;P6[6.70,18.03,0.00]=5.45;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.11;[1.81,20.45,0.04];19:23:05.832
P7[2.90,24.00,0.00]=3.61;P6[6.70,18.03,0.00]=5.46;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.15;[1.78,20.47,0.25];19:23:05.933
P7[2.90,24.00,0.00]=3.63;P6[6.70,18.03,0.00]=4.82;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=11.16;[1.95,20.44,0.01];19:23:06.034
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.80;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.95;[2.07,20.42,-0.14];19:23:06.134
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.88;[2.12,20.40,0.10];19:23:06.231
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=5.22;P1[0.00,0.00,0.00]=20.45;P8[5.90,10.00,0.00]=11.09;[2.08,20.46,0.34];19:23:06.332
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.43;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.05;[1.97,20.44,0.08];19:23:06.432
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=4.93;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.98;[2.05,20.41,-0.17];19:23:06.533
P7[2.90,24.00,0.00]=3.78;P6[6.70,18.03,0.00]=5.17;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.93;[2.08,20.39,0.12];19:23:06.631
P7[2.90,24.00,0.00]=3.76;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=10.75;[2.06,20.34,-0.09];19:23:06.732
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=4.76;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=10.90;[2.18,20.33,-0.34];19:23:06.832
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=5.32;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.00;[2.10,20.32,-0.50];19:23:06.931
P7[2.90,24.00,0.00]=3.82;P6[6.70,18.03,0.00]=5.60;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=10.91;[1.88,20.30,-0.61];19:23:07.032
P7[2.90,24.00,0.00]=3.71;P6[6.70,18.03,0.00]=4.89;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=10.82;[1.96,20.34,-0.25];19:23:07.133
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.37;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=10.85;[1.84,20.31,-0.30];19:23:07.231
P7[2.90,24.00,0.00]=3.76;P6[6.70,18.03,0.00]=5.47;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.95;[1.75,20.31,-0.46];19:23:07.332
P7[2.90,24.00,0.00]=3.69;P6[6.70,18.03,0.00]=5.19;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.94;[1.83,20.32,-0.21];19:23:07.432
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=5.16;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.89;[1.86,20.32,-0.41];19:23:07.531
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.48;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.92;[1.75,20.30,-0.45];19:23:07.632
P7[2.90,24.00,0.00]=3.85;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.88;[1.83,20.29,-0.57];19:23:07.731
P7[2.90,24.00,0.00]=3.81;P6[6.70,18.03,0.00]=4.72;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=10.90;[2.00,20.27,-0.44];19:23:07.834
P7[2.90,24.00,0.00]=3.73;P6[6.70,18.03,0.00]=4.91;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.88;[2.09,20.29,-0.58];19:23:07.931
P7[2.90,24.00,0.00]=3.72;P6[6.70,18.03,0.00]=4.83;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.82;[2.21,20.30,-0.17];19:23:08.031
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=10.89;[2.24,20.30,-0.36];19:23:08.133
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.97;[2.24,20.31,-0.54];19:23:08.233
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.08;P1[0.00,0.00,0.00]=20.47;P8[5.90,10.00,0.00]=10.93;[2.23,20.32,-0.65];19:23:08.331
P7[2.90,24.00,0.00]=3.87;P6[6.70,18.03,0.00]=5.35;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.97;[2.11,20.30,-0.66];19:23:08.431
P7[2.90,24.00,0.00]=3.91;P6[6.70,18.03,0.00]=5.57;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=10.85;[1.90,20.27,-0.78];19:23:08.532
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.89;[1.92,20.27,-0.70];19:23:08.631
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.16;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.84;[1.91,20.27,-0.71];19:23:08.732
P7[2.90,24.00,0.00]=3.83;P6[6.70,18.03,0.00]=5.17;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.95;[1.95,20.27,-0.59];19:23:08.831
P7[2.90,24.00,0.00]=3.78;P6[6.70,18.03,0.00]=5.25;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=10.99;[1.97,20.29,-0.19];19:23:08.931
P7[2.90,24.00,0.00]=3.81;P6[6.70,18.03,0.00]=5.29;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.93;[1.94,20.29,-0.43];19:23:09.031
P7[2.90,24.00,0.00]=3.84;P6[6.70,18.03,0.00]=5.30;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.04;[1.93,20.29,-0.40];19:23:09.131
P7[2.90,24.00,0.00]=3.82;P6[6.70,18.03,0.00]=5.33;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=10.98;[1.95,20.30,-0.05];19:23:09.232
P7[2.90,24.00,0.00]=3.82;P6[6.70,18.03,0.00]=5.32;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.00;[1.96,20.31,0.23];19:23:09.331
P7[2.90,24.00,0.00]=3.78;P6[6.70,18.03,0.00]=5.35;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=11.04;[1.88,20.36,0.24];19:23:09.433
P7[2.90,24.00,0.00]=3.80;P6[6.70,18.03,0.00]=5.44;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.02;[1.83,20.35,-0.07];19:23:09.532
P7[2.90,24.00,0.00]=3.78;P6[6.70,18.03,0.00]=5.45;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=10.94;[1.75,20.34,-0.29];19:23:09.632
P7[2.90,24.00,0.00]=3.81;P6[6.70,18.03,0.00]=5.12;P1[0.00,0.00,0.00]=20.34;P8[5.90,10.00,0.00]=10.89;[1.87,20.33,0.04];19:23:09.731
P7[2.90,24.00,0.00]=3.80;P6[6.70,18.03,0.00]=5.41;P1[0.00,0.00,0.00]=20.38;P8[5.90,10.00,0.00]=11.09;[1.86,20.34,0.27];19:23:09.832
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=5.42;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.14;[1.83,20.38,0.43];19:23:09.932
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.39;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=11.08;[1.82,20.38,0.13];19:23:10.031
P7[2.90,24.00,0.00]=3.68;P6[6.70,18.03,0.00]=5.31;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.99;[1.81,20.38,-0.10];19:23:10.132
P7[2.90,24.00,0.00]=3.60;P6[6.70,18.03,0.00]=5.28;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.74;[2.01,20.36,0.01];19:23:10.233
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.26;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.99;[2.02,20.37,0.13];19:23:10.332
P7[2.90,24.00,0.00]=3.65;P6[6.70,18.03,0.00]=5.24;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.99;[2.01,20.38,0.37];19:23:10.432
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=5.26;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.95;[1.97,20.37,0.06];19:23:10.532
P7[2.90,24.00,0.00]=3.75;P6[6.70,18.03,0.00]=5.37;P1[0.00,0.00,0.00]=20.46;P8[5.90,10.00,0.00]=10.92;[1.89,20.36,-0.24];19:23:10.632
P7[2.90,24.00,0.00]=3.82;P6[6.70,18.03,0.00]=5.24;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.01;[1.92,20.36,-0.46];19:23:10.732
P7[2.90,24.00,0.00]=3.78;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.99;[2.00,20.35,-0.62];19:23:10.832
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=5.15;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=11.03;[2.02,20.33,-0.60];19:23:10.932
P7[2.90,24.00,0.00]=3.80;P6[6.70,18.03,0.00]=5.07;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.96;[2.06,20.32,-0.52];19:23:11.031
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.81;[2.08,20.30,-0.55];19:23:11.131
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=11.02;[2.13,20.29,-0.53];19:23:11.232
P7[2.90,24.00,0.00]=3.77;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=11.08;[2.17,20.31,-0.67];19:23:11.334
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=5.06;P1[0.00,0.00,0.00]=20.36;P8[5.90,10.00,0.00]=11.09;[2.18,20.31,-0.76];19:23:11.434
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=5.28;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.88;[2.08,20.29,-0.83];19:23:11.531
P7[2.90,24.00,0.00]=3.91;P6[6.70,18.03,0.00]=5.11;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.90;[2.11,20.28,-0.85];19:23:11.631
P7[2.90,24.00,0.00]=3.66;P6[6.70,18.03,0.00]=5.21;P1[0.00,0.00,0.00]=20.42;P8[5.90,10.00,0.00]=10.90;[2.03,20.29,-0.72];19:23:11.732
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.28;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.96;[2.05,20.33,-0.36];19:23:11.832
P7[2.90,24.00,0.00]=3.44;P6[6.70,18.03,0.00]=5.20;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=11.02;[1.99,20.37,-0.43];19:23:11.935
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=5.19;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.94;[2.00,20.39,-0.26];19:23:12.033
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=5.21;P1[0.00,0.00,0.00]=20.40;P8[5.90,10.00,0.00]=10.84;[1.97,20.35,-0.47];19:23:12.132
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=5.21;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.73;[1.91,20.30,-0.61];19:23:12.231
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=5.17;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.86;[1.91,20.27,-0.60];19:23:12.331
P7[2.90,24.00,0.00]=3.88;P6[6.70,18.03,0.00]=5.13;P1[0.00,0.00,0.00]=20.41;P8[5.90,10.00,0.00]=10.93;[1.98,20.28,-0.65];19:23:12.431
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=5.30;P1[0.00,0.00,0.00]=20.39;P8[5.90,10.00,0.00]=10.92;[1.93,20.26,-0.56];19:23:12.531
P7[2.90,24.00,0.00]=3.83;P6[6.70,18.03,0.00]=5.34;P1[0.00,0.00,0.00]=20.44;P8[5.90,10.00,0.00]=10.98;[1.89,20.26,-0.54];19:23:12.631
P7[2.90,24.00,0.00]=3.82;P6[6.70,18.03,0.00]=5.30;P1[0.00,0.00,0.00]=20.37;P8[5.90,10.00,0.00]=10.94;[1.87,20.27,-0.70];19:23:12.732
P7[2.90,24.00,0.00]=3.79;P6[6.70,18.03,0.00]=5.23;P1[0.00,0.00,0.00]=20.43;P8[5.90,10.00,0.00]=10.90;[1.88,20.28,-0.80];19:23:12.832
